epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.3956,0.8137,0.8734,60.0,6.6667,8.3674,1.0
20,0.3627,0.8316,0.874,68.0,8.0,7.7564,1.8
30,0.3505,0.8196,0.8794,55.0,5.6667,7.1388,2.7
40,0.3387,0.8334,0.884,46.3333,6.6667,5.5917,3.5
50,0.3388,0.8135,0.8761,51.0,5.3333,7.4157,4.4
60,0.3316,0.8296,0.8773,63.0,6.0,8.0882,5.2
70,0.3195,0.8157,0.8663,65.3333,4.0,8.9865,6.1
80,0.3184,0.836,0.8849,44.3333,4.6667,5.8708,7.0
90,0.3189,0.8148,0.8739,47.6667,4.3333,8.5884,7.8
100,0.3124,0.8114,0.871,57.0,4.6667,8.769,8.7
