epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.7919,0.8075,0.8213,131.2,26.8,5.3627,0.6
20,0.7091,0.8099,0.8292,97.4,28.6,4.3613,1.2
30,0.6723,0.8093,0.8274,100.0,29.4,4.6154,1.8
40,0.6436,0.8106,0.8257,98.0,28.2,4.7119,2.4
50,0.6362,0.8053,0.8199,112.0,30.0,5.1997,3.1
60,0.6233,0.8103,0.823,96.4,31.0,4.2402,3.7
70,0.6043,0.8076,0.8225,98.0,31.2,4.46,4.3
80,0.5992,0.8049,0.8157,113.2,28.0,5.0771,4.9
90,0.5901,0.8122,0.8232,89.2,29.4,3.9126,5.5
100,0.5797,0.8088,0.8196,77.4,32.0,4.1352,6.1
