epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4665,0.818,0.8301,69.3,29.75,4.4517,0.9
20,0.4584,0.8178,0.8304,73.35,29.65,3.7532,1.8
30,0.4487,0.8205,0.8302,73.4,28.9,3.851,2.7
40,0.4446,0.82,0.8325,71.75,28.7,3.7521,3.6
50,0.4394,0.8191,0.8299,63.9,28.5,3.7898,4.5
60,0.4417,0.8219,0.8318,75.25,28.4,3.6332,5.4
70,0.4417,0.8224,0.8331,56.65,28.1,3.8073,6.3
80,0.4349,0.8195,0.8317,63.55,28.05,3.8866,7.2
90,0.4367,0.8218,0.8335,60.05,27.5,3.7762,8.1
100,0.4321,0.821,0.8328,63.75,26.9,3.7565,8.9
