epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5034,0.7916,0.805,89.75,43.05,5.8217,13.3
20,0.486,0.8016,0.8183,75.85,33.2,5.0271,25.2
30,0.4777,0.8079,0.8183,61.9,31.5,5.4909,36.1
40,0.4728,0.8064,0.819,71.8,33.55,4.7198,46.8
50,0.4677,0.8082,0.8208,66.55,31.85,4.787,57.1
60,0.4657,0.8109,0.821,72.0,30.85,4.627,68.0
70,0.4623,0.8091,0.8229,72.95,30.25,4.5678,79.4
80,0.4605,0.8096,0.8231,68.45,31.75,4.3903,92.4
90,0.4565,0.8099,0.8229,60.4,32.3,4.7403,103.5
100,0.4549,0.813,0.8267,62.8,30.05,4.3199,112.6
