epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5043,0.7865,0.8008,95.65,44.25,5.9324,2.7
20,0.4867,0.8005,0.8163,76.25,33.7,5.1457,5.4
30,0.4775,0.8079,0.8198,66.8,31.4,5.0267,8.1
40,0.4724,0.8064,0.8205,77.3,33.95,4.4949,10.8
50,0.4677,0.8092,0.8215,65.6,31.75,4.6989,13.6
60,0.4663,0.8106,0.8209,72.65,32.05,4.4814,16.3
70,0.4622,0.8115,0.8225,65.15,31.15,4.6422,19.0
80,0.4613,0.809,0.8231,63.45,32.65,4.3417,21.8
90,0.4563,0.8096,0.8206,61.8,32.45,4.8119,24.5
100,0.4541,0.8121,0.8237,65.45,31.1,4.3136,27.2
