epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5663,0.8163,0.828,68.25,26.7,4.1669,1.0
20,0.5487,0.8218,0.8322,56.75,26.4,4.187,1.9
30,0.538,0.819,0.8284,62.25,29.35,4.0261,2.8
40,0.5277,0.8231,0.8298,57.95,27.75,4.2396,3.8
50,0.5298,0.8213,0.833,61.2,24.55,3.6042,4.7
60,0.524,0.824,0.8329,59.4,27.1,3.7056,5.6
70,0.523,0.8218,0.8353,57.65,26.15,3.6868,6.6
80,0.525,0.8215,0.8336,58.6,27.6,3.7236,7.5
90,0.5193,0.8221,0.8316,55.1,27.75,3.8106,8.4
100,0.517,0.8211,0.8333,63.4,27.3,3.5856,9.4
