epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4761,0.8151,0.826,76.45,23.85,4.8578,4.7
20,0.4573,0.8162,0.8213,71.65,30.2,4.9584,9.4
30,0.4449,0.8199,0.8282,53.6,28.6,5.0498,14.1
40,0.4389,0.8197,0.8262,74.8,25.95,4.4735,18.9
50,0.4344,0.8224,0.8309,62.25,25.65,4.3194,23.6
60,0.4333,0.8217,0.8302,57.6,26.15,4.4004,28.3
70,0.4316,0.8209,0.8269,65.9,28.0,4.2527,33.0
80,0.4268,0.8221,0.8246,55.25,29.65,5.3503,37.7
90,0.4319,0.8229,0.8292,50.35,25.8,4.8504,42.4
100,0.426,0.823,0.8304,57.35,26.5,4.4828,47.1
