epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4743,0.816,0.8244,71.55,26.8,5.0826,0.9
20,0.4564,0.8146,0.8199,73.25,29.25,4.7708,1.8
30,0.445,0.8185,0.825,54.65,27.4,5.421,2.7
40,0.4386,0.8192,0.8241,66.5,27.0,4.7843,3.6
50,0.4344,0.8219,0.8314,64.65,25.35,4.26,4.5
60,0.4318,0.8209,0.8298,58.9,26.9,4.3755,5.4
70,0.4319,0.8218,0.8289,59.65,26.7,4.3162,6.2
80,0.4249,0.823,0.8284,51.95,26.85,5.111,7.1
90,0.4307,0.8222,0.8268,52.45,27.05,5.0323,8.0
100,0.4269,0.8221,0.8282,56.15,26.55,4.7471,8.8
