epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5601,0.8168,0.8305,72.4,27.1,4.024,1.1
20,0.5406,0.819,0.8316,63.1,27.7,3.9148,2.2
30,0.5361,0.8207,0.8329,65.35,25.5,3.8211,3.3
40,0.5294,0.822,0.832,56.75,25.8,3.8898,4.3
50,0.5294,0.8215,0.8342,56.5,26.55,3.7574,5.4
60,0.5266,0.8234,0.8328,54.35,26.7,3.9884,6.5
70,0.5306,0.823,0.8317,52.55,25.7,3.8439,7.6
80,0.5183,0.8222,0.8325,66.25,22.45,3.8198,8.6
90,0.5217,0.8225,0.8326,55.45,26.2,3.7032,9.7
100,0.5202,0.8188,0.828,58.55,27.9,3.9959,10.8
