epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.7097,0.8202,0.8371,64.8,33.6,3.2797,0.8
20,0.6947,0.8202,0.8357,66.2,31.8,3.1263,1.6
30,0.673,0.8231,0.8383,64.2,30.2,2.9689,2.4
40,0.6694,0.8262,0.8395,75.6,31.4,2.9217,3.2
50,0.6605,0.8235,0.8371,68.4,30.2,3.0129,4.0
60,0.6614,0.8211,0.8366,65.4,29.0,2.8601,4.7
70,0.6587,0.8249,0.8422,58.8,26.0,2.7786,5.5
80,0.6583,0.8225,0.8378,63.8,27.8,2.8601,6.3
90,0.6521,0.824,0.8394,66.0,28.8,2.8738,7.1
100,0.65,0.8236,0.84,59.8,27.2,2.8258,7.8
