epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.7513,0.8185,0.8356,66.35,26.25,4.1314,1.1
20,0.7382,0.8188,0.8348,68.6,26.5,3.6971,2.2
30,0.7179,0.8188,0.8326,72.2,25.1,3.8001,3.3
40,0.7115,0.8196,0.8336,65.2,26.3,3.7938,4.4
50,0.7043,0.8205,0.8325,63.35,25.65,3.7035,5.5
60,0.7093,0.8208,0.8318,76.45,25.8,3.5653,6.6
70,0.7057,0.8217,0.8348,57.8,26.3,3.6412,7.7
80,0.6977,0.8197,0.8347,61.4,27.35,3.6549,8.8
90,0.6979,0.819,0.8328,68.7,24.25,3.701,9.9
100,0.6938,0.8196,0.8336,65.3,24.8,3.6965,11.0
