epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4,0.8183,0.8267,44.15,28.3,5.1331,1.6
20,0.3685,0.8201,0.8284,55.15,25.15,4.0212,3.3
30,0.3467,0.8185,0.8243,62.35,27.55,4.1148,4.9
40,0.3133,0.8099,0.8062,77.55,27.1,4.5043,6.5
50,0.2835,0.8073,0.8043,113.65,29.1,4.1619,8.2
60,0.2519,0.8055,0.8023,109.35,25.4,4.0351,9.8
70,0.2282,0.8024,0.7951,120.3,25.6,4.0634,11.4
80,0.2101,0.8025,0.7946,121.75,26.25,4.1638,13.1
90,0.192,0.8015,0.7939,104.7,26.7,4.3363,14.7
100,0.1908,0.7988,0.7901,136.3,26.1,4.3137,16.3
