epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4672,0.8136,0.8231,88.85,24.6,4.1934,0.9
20,0.456,0.8207,0.8292,82.6,24.75,3.7924,1.8
30,0.4433,0.822,0.8313,71.85,26.7,3.7733,2.7
40,0.4465,0.8216,0.8335,60.6,27.7,3.6968,3.6
50,0.4423,0.8228,0.8375,60.25,26.75,3.7033,4.5
60,0.4344,0.8227,0.834,58.45,25.0,3.8254,5.4
70,0.4344,0.8232,0.8377,54.65,24.9,3.7374,6.3
80,0.4344,0.8226,0.8352,59.4,24.75,3.6503,7.1
90,0.4345,0.8227,0.8327,61.9,27.05,3.439,8.0
100,0.4277,0.8227,0.8345,64.2,27.55,3.6845,8.9
