epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4314,0.8184,0.8401,53.6,32.4,3.9089,1.2
20,0.4019,0.8208,0.8382,56.8,31.2,3.6649,2.3
30,0.3828,0.8193,0.8426,59.0,30.2,3.2797,3.4
40,0.3739,0.8147,0.8287,48.6,37.6,4.7086,4.6
50,0.3664,0.8163,0.8325,56.2,36.6,3.7782,5.7
60,0.3597,0.8143,0.8302,61.2,30.2,4.0965,6.9
70,0.3504,0.8145,0.8291,59.2,30.2,3.9838,8.0
80,0.349,0.8172,0.8235,64.6,33.8,3.8208,9.1
90,0.348,0.816,0.8254,64.2,31.0,3.8736,10.3
100,0.3404,0.8164,0.8185,68.8,30.4,3.4332,11.4
