epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.6531,0.8189,0.8334,72.2,28.0,3.8286,0.9
20,0.6318,0.8183,0.8326,63.45,27.0,3.8547,1.8
30,0.6247,0.8202,0.8305,77.3,26.7,3.4736,2.7
40,0.6162,0.8214,0.8346,58.2,24.4,3.5545,3.6
50,0.6213,0.8204,0.8337,69.15,25.25,3.5331,4.6
60,0.6106,0.8229,0.8363,63.5,25.15,3.5434,5.5
70,0.609,0.8232,0.8344,65.0,25.1,3.4428,6.3
80,0.6021,0.8203,0.8324,65.2,26.0,3.4903,7.2
90,0.603,0.8217,0.8343,64.2,26.55,3.5994,8.1
100,0.5988,0.822,0.8356,64.75,24.85,3.4892,9.0
