epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.47,0.8095,0.8437,55.2,29.8,3.598,1.0
20,0.4524,0.8104,0.8537,53.4,28.0,3.4435,2.0
30,0.4425,0.8109,0.8528,51.4,28.8,3.3095,3.0
40,0.4373,0.8107,0.853,41.6,28.8,3.7692,4.0
50,0.4335,0.8121,0.8499,40.8,26.2,3.8657,5.0
60,0.4279,0.81,0.855,38.2,27.0,3.6008,6.0
70,0.4262,0.8092,0.8559,35.6,30.2,3.6079,7.1
80,0.4267,0.8095,0.8537,38.6,28.8,3.734,8.0
90,0.428,0.8074,0.8565,36.6,27.4,3.4978,9.1
100,0.4209,0.807,0.8573,40.4,27.0,3.3548,10.1
