epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4632,0.8194,0.8298,74.75,25.95,4.1678,0.9
20,0.4538,0.8199,0.8289,75.15,26.6,3.7544,1.8
30,0.4478,0.8173,0.8235,76.1,29.65,3.8307,2.6
40,0.4429,0.8222,0.8313,61.75,29.75,3.973,3.5
50,0.4376,0.8205,0.8337,64.0,26.1,3.8085,4.4
60,0.4407,0.821,0.8316,63.65,28.65,3.8063,5.3
70,0.4387,0.8218,0.8343,59.65,27.7,3.6185,6.2
80,0.4297,0.8237,0.8324,65.3,27.9,3.5679,7.0
90,0.4314,0.8223,0.8308,74.8,27.0,3.5357,7.9
100,0.4282,0.8237,0.8318,60.9,28.55,3.8263,8.8
