epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.9433,0.7837,0.8027,168.6,17.6,7.0895,0.9
20,0.8377,0.7979,0.8184,124.4,23.6,5.9688,1.7
30,0.7873,0.8069,0.826,110.8,26.6,4.5437,2.6
40,0.7522,0.8034,0.8233,113.6,24.8,5.3008,3.3
50,0.7292,0.8107,0.8274,94.0,27.0,4.4233,4.1
60,0.7184,0.81,0.8279,89.4,26.8,4.2341,4.9
70,0.7004,0.808,0.8252,109.0,26.0,4.4186,5.7
80,0.6928,0.7984,0.8112,150.8,25.0,5.8859,6.5
90,0.6817,0.8055,0.8241,95.0,27.8,4.4021,7.3
100,0.6754,0.8109,0.8232,101.2,29.0,4.0402,8.1
