epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.7511,0.8186,0.8355,68.9,26.3,3.8622,1.1
20,0.7252,0.8184,0.8323,67.15,25.15,3.7986,2.2
30,0.7163,0.8211,0.8316,73.25,25.2,3.5698,3.3
40,0.7065,0.8196,0.8325,65.1,26.25,3.7916,4.4
50,0.7122,0.8192,0.8312,71.55,24.4,3.6132,5.5
60,0.7004,0.8217,0.835,61.8,26.2,3.5946,6.6
70,0.6956,0.8211,0.8341,63.9,24.6,3.6913,7.6
80,0.6898,0.8196,0.8316,64.45,27.65,3.4135,8.7
90,0.6892,0.822,0.8351,58.6,27.0,3.5763,9.8
100,0.6858,0.8217,0.8366,59.7,23.65,3.6067,10.9
