epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.7457,0.8188,0.8343,66.15,26.05,3.8838,1.1
20,0.7282,0.8186,0.8298,67.4,27.15,3.9202,2.2
30,0.7199,0.8192,0.8318,68.55,25.85,3.5482,3.3
40,0.7107,0.8221,0.832,62.55,26.15,3.8144,4.4
50,0.7024,0.8192,0.8354,59.25,25.9,3.796,5.4
60,0.7078,0.8197,0.8319,62.0,25.55,3.7048,6.5
70,0.701,0.8196,0.8361,52.95,25.3,3.7051,7.6
80,0.6923,0.8227,0.8348,61.5,26.6,3.5585,8.7
90,0.6911,0.8216,0.835,61.1,22.85,3.6412,9.8
100,0.6898,0.8219,0.8341,55.8,24.2,3.6479,10.8
