epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4265,0.8153,0.8237,81.4,28.85,4.1739,0.8
20,0.4127,0.8143,0.8218,87.65,28.85,4.1133,1.6
30,0.3994,0.8182,0.8273,73.9,27.9,4.0262,2.4
40,0.3882,0.8163,0.8208,75.7,28.25,4.1462,3.1
50,0.3777,0.8154,0.8194,77.8,29.6,4.2842,3.9
60,0.3778,0.8147,0.8172,76.15,28.05,4.2896,4.7
70,0.3711,0.8139,0.82,75.75,29.45,4.3065,5.4
80,0.3654,0.8125,0.8155,81.5,29.45,4.4038,6.2
90,0.3623,0.8105,0.8114,84.1,28.45,4.363,7.0
100,0.3597,0.8098,0.8148,80.9,30.85,4.4099,7.7
