epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4241,0.8096,0.8385,43.35,29.55,4.839,1.2
20,0.4007,0.8102,0.836,56.45,26.15,4.4626,2.3
30,0.3961,0.8046,0.8387,53.3,26.5,4.2579,3.4
40,0.3835,0.8042,0.8402,41.15,24.05,4.6038,4.5
50,0.3757,0.8041,0.8405,47.15,25.75,4.4202,5.6
60,0.3705,0.8058,0.8344,47.25,26.8,4.7492,6.7
70,0.3658,0.8025,0.8334,53.75,29.15,4.6408,7.7
80,0.3657,0.8041,0.8309,51.4,25.5,4.5662,8.6
90,0.3594,0.8071,0.8312,55.05,24.55,4.4443,9.5
100,0.3537,0.8015,0.8294,59.2,25.55,4.578,10.5
