epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4001,0.8247,0.838,60.2,30.6,3.2066,1.2
20,0.3599,0.8227,0.8282,50.0,29.0,4.1981,2.3
30,0.3241,0.82,0.8197,63.4,29.6,3.8228,3.5
40,0.2983,0.8169,0.8205,82.2,27.2,3.3607,4.6
50,0.2786,0.8148,0.8175,73.6,27.0,3.5103,5.8
60,0.2669,0.8109,0.8084,90.0,28.6,3.4206,6.9
70,0.259,0.81,0.8093,89.4,29.8,3.4868,7.9
80,0.243,0.8111,0.8087,84.8,30.8,3.5981,9.0
90,0.2375,0.8071,0.8029,82.8,30.4,3.7665,10.0
100,0.2316,0.8077,0.8036,86.8,33.6,3.6876,11.1
