epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4143,0.8147,0.8334,49.05,30.1,4.6276,8.9
20,0.3935,0.8172,0.8278,53.95,24.35,4.6557,18.0
30,0.381,0.8171,0.8295,54.15,26.1,4.3367,27.0
40,0.3711,0.8152,0.8297,54.35,26.15,4.3689,36.0
50,0.3626,0.8133,0.8237,66.0,24.85,4.5625,45.0
60,0.3573,0.8147,0.8211,69.95,29.15,4.2693,54.3
70,0.3562,0.815,0.8233,60.15,26.45,4.3055,63.3
80,0.3502,0.8131,0.8221,68.35,27.35,4.4048,72.4
90,0.3437,0.8126,0.8184,63.6,27.55,4.3691,81.6
100,0.3418,0.8117,0.8175,69.55,26.5,4.605,90.8
