epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4137,0.8157,0.8341,47.7,28.8,4.6554,1.1
20,0.3942,0.8177,0.8271,56.6,27.75,4.4601,2.1
30,0.3803,0.8167,0.8283,53.25,29.35,4.5743,3.1
40,0.3718,0.8151,0.8273,64.2,26.9,4.1644,4.2
50,0.3639,0.8133,0.8236,73.1,25.85,4.4873,5.2
60,0.3577,0.8146,0.8219,67.65,26.9,4.2918,6.3
70,0.3541,0.8145,0.8204,59.3,27.85,4.6571,7.3
80,0.3497,0.8135,0.8229,66.25,26.95,4.3232,8.4
90,0.3426,0.8127,0.8169,67.55,28.15,4.3716,9.4
100,0.3405,0.8122,0.8158,69.65,28.25,4.3356,10.5
