epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5211,0.8166,0.8283,79.25,26.95,4.0392,1.0
20,0.5028,0.8152,0.8257,70.5,26.9,4.3519,1.9
30,0.475,0.8177,0.8247,72.35,27.5,4.2109,2.9
40,0.4712,0.8163,0.826,66.0,28.7,4.1867,3.8
50,0.4634,0.8149,0.8224,72.45,26.6,4.3173,4.7
60,0.4532,0.815,0.8227,63.8,28.3,4.4902,5.7
70,0.4549,0.8143,0.8209,68.9,27.3,4.1867,6.6
80,0.45,0.8103,0.8179,79.35,27.8,4.3086,7.5
90,0.4422,0.812,0.8183,66.35,28.55,4.6307,8.5
100,0.4408,0.812,0.8174,78.3,26.85,4.571,9.4
