epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4517,0.821,0.8327,54.65,25.85,4.1926,1.5
20,0.4366,0.8229,0.8335,61.2,27.55,3.7582,2.9
30,0.4294,0.8262,0.8336,56.05,25.9,3.8738,4.3
40,0.4198,0.8264,0.8356,47.75,24.85,3.8105,5.8
50,0.4227,0.8258,0.8372,52.15,26.2,3.6964,7.2
60,0.4184,0.8264,0.8365,49.9,23.55,3.5292,8.6
70,0.4174,0.8252,0.8342,52.35,24.45,3.5329,10.0
80,0.4072,0.8257,0.8333,70.9,23.35,3.4275,11.5
90,0.4121,0.8254,0.8332,67.9,23.05,3.4859,12.9
100,0.4067,0.8269,0.8343,62.85,23.2,3.5005,14.3
