epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.523,0.8174,0.8252,77.05,26.05,4.2169,0.9
20,0.495,0.8148,0.8235,70.95,29.85,4.2568,1.7
30,0.4805,0.8139,0.8212,74.55,31.65,4.3621,2.6
40,0.4731,0.8164,0.8281,61.45,28.55,4.2249,3.4
50,0.4631,0.816,0.8245,76.05,27.8,4.0989,4.2
60,0.458,0.8148,0.8222,77.5,28.05,4.1583,5.1
70,0.4511,0.8152,0.821,71.0,28.85,4.0857,5.9
80,0.4488,0.8136,0.8197,77.8,29.0,4.2104,6.8
90,0.445,0.8129,0.8174,79.15,28.4,4.2265,7.6
100,0.4421,0.8132,0.8152,71.55,26.5,4.3871,8.5
