epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4627,0.805,0.8432,48.6,25.05,4.7082,1.2
20,0.4432,0.8049,0.8423,51.25,28.8,4.3752,2.5
30,0.4333,0.8031,0.8477,41.0,25.4,4.5121,3.7
40,0.4293,0.7984,0.8523,43.55,25.0,3.9513,4.9
50,0.4273,0.802,0.8529,40.95,24.2,4.0411,6.1
60,0.4253,0.7995,0.8535,36.9,24.65,4.0005,7.3
70,0.4208,0.7982,0.8552,39.1,25.5,3.9229,8.5
80,0.4169,0.8029,0.8524,38.0,26.8,4.2934,9.6
90,0.4204,0.7975,0.8552,38.7,24.65,4.0137,10.6
100,0.4203,0.8005,0.8538,38.2,25.65,4.0005,11.7
