epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.9193,0.8032,0.8336,90.8,26.6,4.0221,1.0
20,0.891,0.8122,0.8381,74.2,28.2,3.9353,1.9
30,0.8686,0.8128,0.8435,66.6,26.6,3.3242,3.0
40,0.8662,0.8132,0.8416,70.4,26.0,3.7591,3.9
50,0.8631,0.8116,0.8346,88.8,27.4,3.9734,4.9
60,0.8469,0.8109,0.8379,73.2,25.8,3.8254,5.8
70,0.8429,0.8119,0.8389,81.6,26.0,3.5387,6.8
80,0.8427,0.8086,0.8344,82.0,26.0,4.2245,7.8
90,0.8447,0.8134,0.8402,75.0,25.8,3.6079,8.7
100,0.8342,0.8101,0.8372,67.2,26.2,3.9221,9.7
