epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4233,0.8099,0.8382,45.75,28.5,4.5382,1.0
20,0.4028,0.8077,0.8342,52.65,27.65,4.4946,1.9
30,0.3896,0.8068,0.8391,50.3,25.25,4.385,2.9
40,0.3833,0.8045,0.8413,49.5,25.9,4.2894,3.8
50,0.376,0.8033,0.8342,55.05,27.9,4.987,4.7
60,0.3697,0.8013,0.8336,61.1,25.35,4.4394,5.7
70,0.3676,0.807,0.8356,47.85,27.85,4.6909,6.7
80,0.3628,0.806,0.8365,53.1,26.65,4.4254,7.6
90,0.3566,0.8058,0.8277,62.8,28.25,4.4719,8.5
100,0.3538,0.8068,0.8287,57.7,27.75,4.4757,9.4
