epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4233,0.8077,0.8392,55.4,29.5,4.3658,9.0
20,0.4027,0.8079,0.832,55.15,27.4,4.4841,18.3
30,0.3905,0.8073,0.8376,51.4,28.3,4.5486,29.3
40,0.3812,0.8028,0.839,52.7,28.5,4.2351,42.4
50,0.3757,0.8061,0.8352,56.5,28.6,4.3286,6.4
60,0.3683,0.8049,0.8326,55.95,27.75,4.5941,12.5
70,0.3676,0.8076,0.8328,50.95,29.65,4.6907,18.6
80,0.3629,0.8036,0.8369,56.3,29.65,4.4822,24.6
90,0.3555,0.808,0.8283,51.95,29.2,4.5526,30.7
100,0.3555,0.8051,0.8304,58.75,27.55,4.5595,36.8
