epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.2606,0.9195,0.9612,4.7,12.4,2.4273,1.0
20,0.2436,0.9197,0.9609,4.1,8.2,2.5213,1.9
30,0.2337,0.9203,0.9609,5.35,11.3,2.3705,2.9
40,0.2294,0.922,0.9622,5.0,10.05,2.3493,3.8
50,0.2258,0.923,0.964,4.85,9.1,2.3401,4.8
60,0.2189,0.9208,0.962,4.7,11.0,2.3762,5.7
70,0.2185,0.9208,0.961,5.4,12.9,2.3796,6.7
80,0.2159,0.9218,0.9623,4.7,10.0,2.3098,7.7
90,0.212,0.9213,0.9609,5.6,9.3,2.4274,8.6
100,0.211,0.9209,0.9599,5.25,13.8,2.5242,9.6
