epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4313,0.8219,0.8301,83.2,32.2,3.3734,0.8
20,0.4037,0.8198,0.8275,76.8,31.8,3.7981,1.5
30,0.3916,0.8186,0.8214,68.4,32.6,4.3997,2.1
40,0.377,0.8172,0.8238,82.6,37.6,3.8802,2.7
50,0.3736,0.82,0.8289,72.6,31.8,3.8556,3.3
60,0.3605,0.8188,0.8238,75.6,33.6,3.476,4.0
70,0.3549,0.8158,0.8164,98.6,34.8,3.6303,4.6
80,0.3503,0.8159,0.8172,92.0,32.8,3.7717,5.2
90,0.3432,0.8107,0.8121,87.6,35.0,4.2374,5.8
100,0.3432,0.812,0.8137,86.6,35.6,3.8066,6.4
