epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5934,0.8161,0.8276,86.65,27.0,3.9868,0.8
20,0.5679,0.8139,0.8221,81.3,28.1,3.9749,1.6
30,0.5436,0.8143,0.824,95.3,26.65,4.2121,2.4
40,0.5288,0.8137,0.8208,87.6,26.0,4.2437,3.2
50,0.5148,0.8111,0.817,103.95,28.15,4.5381,4.0
60,0.5134,0.8123,0.8144,92.9,28.1,4.4967,4.7
70,0.5035,0.8116,0.8173,89.0,27.5,4.441,5.5
80,0.4968,0.8088,0.8125,98.9,27.25,4.6403,6.3
90,0.4933,0.8063,0.8066,110.55,26.55,4.7976,7.1
100,0.489,0.8092,0.8145,102.75,27.1,4.7281,7.9
