epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4554,0.8204,0.8333,54.15,25.8,4.1353,0.9
20,0.4389,0.818,0.8282,75.3,28.4,3.8271,1.7
30,0.437,0.8231,0.8359,59.1,26.55,3.8958,2.5
40,0.4286,0.8236,0.8315,58.15,26.1,3.7953,3.3
50,0.4279,0.8224,0.8341,59.15,27.3,3.6287,4.2
60,0.4257,0.8252,0.8342,56.55,25.6,3.7442,5.0
70,0.4276,0.8243,0.8319,57.2,26.75,3.6091,5.8
80,0.4174,0.8248,0.8356,61.75,25.3,3.4548,6.7
90,0.4204,0.8234,0.8341,53.8,24.85,3.6327,7.5
100,0.4174,0.8235,0.8352,56.15,24.8,3.4343,8.3
