epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5234,0.8153,0.8286,85.5,26.3,4.0775,0.9
20,0.5005,0.8121,0.8218,84.7,30.8,4.2767,1.7
30,0.4757,0.8157,0.8242,84.7,31.1,4.0036,2.5
40,0.4697,0.8165,0.8266,70.4,28.05,4.2366,3.4
50,0.4659,0.8159,0.8218,66.75,25.15,4.3777,4.2
60,0.4572,0.8155,0.824,67.85,29.05,4.3181,5.1
70,0.4554,0.8126,0.8184,70.9,29.9,4.4435,5.9
80,0.4519,0.8132,0.8196,73.7,28.45,4.2775,6.7
90,0.4432,0.8126,0.818,61.75,27.75,4.6129,7.6
100,0.4425,0.8118,0.8158,77.55,29.5,4.5038,8.4
