epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.3929,0.8227,0.8223,80.8,30.6,3.9616,1.2
20,0.3657,0.8214,0.8203,85.4,30.4,3.9177,2.3
30,0.3552,0.8187,0.8156,91.4,29.8,4.0121,3.4
40,0.3401,0.8152,0.8116,99.2,34.4,3.8946,4.5
50,0.3328,0.8156,0.8177,88.8,35.6,3.7092,5.7
60,0.3254,0.8143,0.8118,95.2,33.6,3.6894,6.8
70,0.3184,0.8064,0.8029,100.4,38.2,3.8208,7.9
80,0.3141,0.8111,0.8066,102.4,38.0,3.7608,9.1
90,0.3092,0.8083,0.808,96.8,36.6,3.8066,10.2
100,0.3105,0.8082,0.8045,102.0,34.0,3.6382,11.3
