epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.3997,0.8167,0.8264,63.2,36.0,4.0321,1.1
20,0.3581,0.8162,0.8227,60.8,30.2,3.6747,2.1
30,0.3292,0.8149,0.8155,84.2,30.8,3.3683,3.2
40,0.3008,0.8049,0.7993,88.6,34.2,4.0353,4.4
50,0.2833,0.8082,0.8025,86.8,33.0,3.7683,5.6
60,0.2667,0.8102,0.8077,77.2,28.8,3.6206,6.8
70,0.2537,0.8091,0.8053,100.8,31.2,3.4894,7.9
80,0.246,0.8083,0.803,84.8,31.8,3.6894,9.1
90,0.241,0.8063,0.7993,104.0,30.4,3.6995,10.3
100,0.2314,0.8063,0.8043,109.0,28.2,3.648,11.4
