epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4242,0.816,0.8248,70.2,28.4,4.4736,1.4
20,0.3921,0.8218,0.8299,61.25,23.1,3.9291,2.7
30,0.3582,0.8161,0.8205,69.0,27.55,4.4142,4.1
40,0.3196,0.8135,0.8155,81.6,26.25,4.1441,5.5
50,0.2906,0.8082,0.8013,146.1,26.7,4.0353,6.8
60,0.2638,0.804,0.8006,102.6,29.4,4.1025,8.2
70,0.2464,0.8021,0.7972,123.95,27.9,4.1007,9.5
80,0.2271,0.8026,0.7966,136.8,24.45,4.258,10.9
90,0.2123,0.8046,0.8,105.1,25.4,4.1512,12.2
100,0.2007,0.8026,0.7948,136.6,24.65,4.1289,13.6
