epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4032,0.8173,0.8299,59.5,28.0,4.1253,1.7
20,0.368,0.8203,0.8344,44.95,24.35,3.9631,3.3
30,0.3389,0.8155,0.8212,67.1,26.2,4.3573,5.0
40,0.3015,0.8139,0.8157,73.25,26.85,3.984,6.6
50,0.2698,0.8111,0.804,108.85,27.75,4.0409,8.3
60,0.2439,0.8076,0.803,108.95,27.2,4.1691,9.9
70,0.2186,0.8032,0.7963,116.15,25.5,4.0389,11.6
80,0.2107,0.8012,0.7916,128.15,27.75,4.1482,13.2
90,0.1927,0.802,0.7951,102.5,26.75,4.2154,14.9
100,0.1812,0.8042,0.8046,91.15,26.3,4.3418,16.5
