epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4034,0.8008,0.8422,99.3333,4.6667,10.5997,0.7
20,0.377,0.8414,0.865,66.3333,6.3333,6.9707,1.4
30,0.3667,0.8324,0.8614,98.3333,6.6667,8.5239,2.1
40,0.3569,0.8296,0.8656,90.0,5.0,7.8013,2.8
50,0.3539,0.841,0.8698,83.0,7.3333,6.7494,3.4
60,0.3459,0.8077,0.8444,99.0,1.3333,10.3623,4.1
70,0.3405,0.824,0.864,83.6667,2.0,8.4505,4.8
80,0.3386,0.8351,0.8722,90.3333,6.3333,7.0104,5.5
90,0.3411,0.8251,0.8657,72.6667,3.6667,8.1146,6.2
100,0.3266,0.83,0.8672,76.3333,3.6667,7.6753,6.9
