epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4523,0.8189,0.8247,57.3,31.0,5.0679,1.4
20,0.443,0.8234,0.8338,49.35,23.9,3.9194,2.8
30,0.4319,0.8256,0.8317,55.0,25.4,4.0025,4.2
40,0.4273,0.8263,0.8351,50.75,25.7,3.6682,5.6
50,0.4183,0.8229,0.8264,49.3,24.6,4.4643,7.0
60,0.4218,0.8266,0.8346,60.15,24.8,3.545,8.4
70,0.4216,0.828,0.8365,47.9,23.65,3.4342,9.9
80,0.4105,0.8257,0.8354,50.65,22.65,3.8589,11.3
90,0.4095,0.8273,0.8335,65.75,21.85,3.2971,12.7
100,0.4073,0.8264,0.8333,54.6,23.0,3.7048,14.1
