epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4315,0.8157,0.8276,90.15,30.05,4.2568,9.0
20,0.409,0.8135,0.8157,112.3,28.4,4.5506,17.8
30,0.3957,0.8168,0.8235,88.35,27.7,4.1589,27.9
40,0.3843,0.8146,0.8161,81.3,30.25,4.4466,35.6
50,0.3698,0.8136,0.8158,75.4,30.35,4.5483,42.7
60,0.3667,0.8108,0.8148,82.5,27.4,4.6388,49.3
70,0.3558,0.8088,0.8109,96.3,28.7,4.7538,55.0
80,0.3516,0.8088,0.809,80.25,30.6,4.6005,60.8
90,0.3464,0.8087,0.8092,85.6,28.1,4.49,66.5
100,0.3408,0.8072,0.8075,83.35,30.2,4.6917,72.2
