epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4319,0.8158,0.8246,96.9,31.0,4.0995,0.8
20,0.4071,0.814,0.8157,112.3,27.85,4.4841,1.6
30,0.3948,0.8181,0.8244,76.95,29.05,4.2351,2.4
40,0.3833,0.8144,0.8172,73.25,29.6,4.4222,3.2
50,0.3684,0.8112,0.8159,81.85,30.75,4.3204,4.0
60,0.3645,0.807,0.8102,80.6,32.5,4.6044,4.8
70,0.3563,0.8085,0.8096,112.15,28.9,4.6843,5.6
80,0.3484,0.8094,0.8096,70.85,30.75,4.8874,6.4
90,0.3435,0.8102,0.8127,74.45,30.4,4.7929,7.2
100,0.3437,0.8071,0.8063,100.65,30.85,4.4631,8.1
