config,run,epoch,seed,image,source,along,across,erl_split,erl_bridged,dice,fg
K_focal_aug,K_focal_aug_s0,50,0,05,oracle,0.0,0.5,0.46814,0.55564,0.76251,38747
K_focal_aug,K_focal_aug_s0,50,0,05,oracle,0.0,1.0,0.56629,0.58287,0.64701,56353
K_focal_aug,K_focal_aug_s0,50,0,05,oracle,0.5,0.0,0.43203,0.5516,0.79857,33367
K_focal_aug,K_focal_aug_s0,50,0,05,oracle,0.5,0.25,0.48095,0.55922,0.79181,35331
K_focal_aug,K_focal_aug_s0,50,0,05,oracle,0.5,0.5,0.58066,0.58687,0.69719,50213
K_focal_aug,K_focal_aug_s0,50,0,05,oracle,0.5,1.0,0.5978,0.60523,0.59973,64223
K_focal_aug,K_focal_aug_s0,50,0,05,oracle,1.0,0.0,0.52348,0.57699,0.78324,37986
K_focal_aug,K_focal_aug_s0,50,0,05,oracle,1.0,0.25,0.57494,0.59309,0.7733,40188
K_focal_aug,K_focal_aug_s0,50,0,05,oracle,1.0,0.5,0.59105,0.60635,0.68528,52099
K_focal_aug,K_focal_aug_s0,50,0,05,oracle,1.0,1.0,0.61013,0.62947,0.57271,69281
K_focal_aug,K_focal_aug_s0,50,0,05,oracle,1.5,0.0,0.58082,0.59987,0.77133,40624
K_focal_aug,K_focal_aug_s0,50,0,05,oracle,1.5,0.25,0.58674,0.60733,0.7496,43981
K_focal_aug,K_focal_aug_s0,50,0,05,oracle,1.5,0.5,0.60299,0.62288,0.67208,54249
K_focal_aug,K_focal_aug_s0,50,0,05,oracle,1.5,1.0,0.64096,0.64916,0.55897,72304
K_focal_aug,K_focal_aug_s0,50,0,05,oracle,2.0,0.0,0.59474,0.6132,0.74592,44321
K_focal_aug,K_focal_aug_s0,50,0,05,oracle,2.0,0.25,0.59798,0.62189,0.7273,46978
K_focal_aug,K_focal_aug_s0,50,0,05,oracle,2.0,0.5,0.61881,0.64046,0.65202,57293
K_focal_aug,K_focal_aug_s0,50,0,05,oracle,2.0,1.0,0.65238,0.66133,0.54592,75231
K_focal_aug,K_focal_aug_s0,50,0,05,shuffled,0.0,0.25,0.40081,0.53988,0.79997,31545
K_focal_aug,K_focal_aug_s0,50,0,05,shuffled,0.0,0.5,0.41868,0.55206,0.7775,36210
K_focal_aug,K_focal_aug_s0,50,0,05,shuffled,0.0,1.0,0.50073,0.57937,0.70404,47563
K_focal_aug,K_focal_aug_s0,50,0,05,shuffled,0.5,0.0,0.44454,0.55346,0.77894,36161
K_focal_aug,K_focal_aug_s0,50,0,05,shuffled,0.5,0.25,0.45853,0.55891,0.7693,38137
K_focal_aug,K_focal_aug_s0,50,0,05,shuffled,0.5,0.5,0.58129,0.58751,0.69429,50563
K_focal_aug,K_focal_aug_s0,50,0,05,shuffled,0.5,1.0,0.59474,0.61009,0.63262,59138
K_focal_aug,K_focal_aug_s0,50,0,05,shuffled,1.0,0.0,0.54965,0.58064,0.70476,47525
K_focal_aug,K_focal_aug_s0,50,0,05,shuffled,1.0,0.25,0.56613,0.58622,0.68624,50519
K_focal_aug,K_focal_aug_s0,50,0,05,shuffled,1.0,0.5,0.59571,0.61188,0.6334,59103
K_focal_aug,K_focal_aug_s0,50,0,05,shuffled,1.0,1.0,0.61128,0.63014,0.57086,69626
K_focal_aug,K_focal_aug_s0,50,0,05,shuffled,1.5,0.0,0.57638,0.60861,0.63034,58565
K_focal_aug,K_focal_aug_s0,50,0,05,shuffled,1.5,0.25,0.60167,0.62269,0.58833,66117
K_focal_aug,K_focal_aug_s0,50,0,05,shuffled,1.5,0.5,0.61896,0.64879,0.54058,75532
K_focal_aug,K_focal_aug_s0,50,0,05,shuffled,1.5,1.0,0.64883,0.66724,0.50669,83176
K_focal_aug,K_focal_aug_s0,50,0,05,shuffled,2.0,0.0,0.60314,0.64174,0.54355,74316
K_focal_aug,K_focal_aug_s0,50,0,05,shuffled,2.0,0.25,0.62224,0.65165,0.52104,79500
K_focal_aug,K_focal_aug_s0,50,0,05,shuffled,2.0,0.5,0.64634,0.68317,0.47865,90131
K_focal_aug,K_focal_aug_s0,50,0,05,shuffled,2.0,1.0,0.66899,0.69773,0.44928,98653
K_focal_aug,K_focal_aug_s0,50,0,06,raw,0.0,0.0,0.39287,0.4579,0.79239,32292
K_focal_aug,K_focal_aug_s0,50,0,06,isotropic,0.25,0.25,0.39287,0.4579,0.79239,32292
K_focal_aug,K_focal_aug_s0,50,0,06,isotropic,0.5,0.5,0.49533,0.52308,0.6862,52938
K_focal_aug,K_focal_aug_s0,50,0,06,isotropic,0.75,0.75,0.5247,0.54853,0.63041,61229
K_focal_aug,K_focal_aug_s0,50,0,06,isotropic,1.0,1.0,0.55677,0.56982,0.56639,72723
K_focal_aug,K_focal_aug_s0,50,0,06,isotropic,1.5,1.5,0.59531,0.65189,0.47128,96083
K_focal_aug,K_focal_aug_s0,50,0,06,oracle,0.0,0.25,0.39287,0.4579,0.79239,32292
K_focal_aug,K_focal_aug_s0,50,0,06,oracle,0.0,0.5,0.43479,0.48037,0.75673,39193
K_focal_aug,K_focal_aug_s0,50,0,06,oracle,0.0,1.0,0.48726,0.52243,0.64549,57847
K_focal_aug,K_focal_aug_s0,50,0,06,oracle,0.5,0.0,0.42147,0.46991,0.78879,34234
K_focal_aug,K_focal_aug_s0,50,0,06,oracle,0.5,0.25,0.43115,0.47515,0.78216,36348
K_focal_aug,K_focal_aug_s0,50,0,06,oracle,0.5,0.5,0.49434,0.52178,0.69259,52003
K_focal_aug,K_focal_aug_s0,50,0,06,oracle,0.5,1.0,0.53369,0.54957,0.599,66157
K_focal_aug,K_focal_aug_s0,50,0,06,oracle,1.0,0.0,0.46416,0.50455,0.77355,39264
K_focal_aug,K_focal_aug_s0,50,0,06,oracle,1.0,0.25,0.47678,0.51326,0.76361,41613
K_focal_aug,K_focal_aug_s0,50,0,06,oracle,1.0,0.5,0.52282,0.5475,0.68168,53963
K_focal_aug,K_focal_aug_s0,50,0,06,oracle,1.0,1.0,0.55603,0.56891,0.57089,71859
K_focal_aug,K_focal_aug_s0,50,0,06,oracle,1.5,0.0,0.49096,0.52379,0.75976,42063
K_focal_aug,K_focal_aug_s0,50,0,06,oracle,1.5,0.25,0.5191,0.545,0.74048,45658
K_focal_aug,K_focal_aug_s0,50,0,06,oracle,1.5,0.5,0.55365,0.56726,0.66823,56509
K_focal_aug,K_focal_aug_s0,50,0,06,oracle,1.5,1.0,0.5702,0.58492,0.55802,75096
K_focal_aug,K_focal_aug_s0,50,0,06,oracle,2.0,0.0,0.52301,0.54756,0.73797,45979
K_focal_aug,K_focal_aug_s0,50,0,06,oracle,2.0,0.25,0.54374,0.56546,0.72055,48778
K_focal_aug,K_focal_aug_s0,50,0,06,oracle,2.0,0.5,0.56401,0.58506,0.64921,59719
K_focal_aug,K_focal_aug_s0,50,0,06,oracle,2.0,1.0,0.58698,0.6086,0.54564,78293
K_focal_aug,K_focal_aug_s0,50,0,06,shuffled,0.0,0.25,0.39287,0.4579,0.79239,32292
K_focal_aug,K_focal_aug_s0,50,0,06,shuffled,0.0,0.5,0.42136,0.47458,0.77134,37078
K_focal_aug,K_focal_aug_s0,50,0,06,shuffled,0.0,1.0,0.45627,0.50782,0.70077,48858
K_focal_aug,K_focal_aug_s0,50,0,06,shuffled,0.5,0.0,0.42647,0.47142,0.77094,37093
