run,config,seed,epoch,image,dice,cldice,betti0_err,erl,skel_px
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,40,05,0.80505,0.7893,68.0,2387.733,9586
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,40,06,0.79736,0.77743,97.0,2787.271,9989
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,40,07,0.80657,0.79813,90.0,2812.568,8968
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,40,08,0.78947,0.78358,94.0,776.49,8585
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,40,09,0.79945,0.80236,70.0,1221.83,8726
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,40,10,0.80363,0.78684,84.0,2924.528,9137
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,40,11,0.80764,0.78621,94.0,3347.943,10456
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,40,12,0.82222,0.83961,76.0,1336.763,8712
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,40,13,0.81322,0.7951,94.0,1885.673,10186
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,40,14,0.81766,0.82725,93.0,3996.033,8358
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,40,15,0.78526,0.81323,95.0,3376.821,7651
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,40,16,0.83712,0.86955,106.0,4371.33,8812
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,40,17,0.81775,0.84221,81.0,1477.403,7984
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,40,18,0.81829,0.86675,86.0,3782.768,7659
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,40,19,0.85,0.86941,93.0,5037.725,8476
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,40,20,0.81154,0.84038,113.0,1116.559,7373
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,50,01,0.82457,0.86225,66.0,4831.02,9312
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,50,02,0.84333,0.84934,83.0,4839.347,9289
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,50,03,0.79445,0.78084,106.0,686.769,9221
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,50,04,0.82109,0.79967,63.0,2773.627,8926
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,50,05,0.80722,0.78879,83.0,2669.719,9586
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,50,06,0.79574,0.77919,113.0,2808.727,9989
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,50,07,0.8053,0.79802,96.0,2973.772,8968
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,50,08,0.78535,0.78082,95.0,874.955,8585
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,50,09,0.7972,0.80226,85.0,1323.104,8726
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,50,10,0.79897,0.78605,77.0,2453.982,9137
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,50,11,0.80285,0.7856,91.0,3446.961,10456
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,50,12,0.82116,0.83995,63.0,1730.311,8712
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,50,13,0.80986,0.79256,97.0,1821.627,10186
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,50,14,0.81247,0.82744,93.0,4351.781,8358
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,50,15,0.78489,0.81338,108.0,3258.138,7651
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,50,16,0.84049,0.8776,91.0,4668.517,8812
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,50,17,0.818,0.84133,87.0,1384.217,7984
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,50,18,0.81798,0.87206,97.0,1906.424,7659
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,50,19,0.84704,0.86956,85.0,5181.223,8476
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,50,20,0.80509,0.83359,97.0,1089.654,7373
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,60,01,0.81913,0.86253,52.0,5116.787,9312
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,60,02,0.84715,0.85324,67.0,4986.527,9289
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,60,03,0.79728,0.77712,95.0,747.771,9221
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,60,04,0.82216,0.79687,41.0,3202.357,8926
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,60,05,0.81016,0.78507,67.0,2480.687,9586
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,60,06,0.80338,0.78155,96.0,3029.309,9989
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,60,07,0.8109,0.801,74.0,3136.55,8968
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,60,08,0.79276,0.78416,88.0,996.313,8585
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,60,09,0.79601,0.7961,66.0,1216.896,8726
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,60,10,0.80146,0.79052,55.0,2763.296,9137
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,60,11,0.80382,0.78946,79.0,3762.382,10456
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,60,12,0.82307,0.84119,61.0,1544.441,8712
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,60,13,0.81439,0.79476,62.0,2000.118,10186
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,60,14,0.81576,0.83346,80.0,4424.068,8358
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,60,15,0.79605,0.83253,82.0,3293.697,7651
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,60,16,0.83364,0.87562,88.0,4813.567,8812
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,60,17,0.81962,0.8492,73.0,1522.156,7984
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,60,18,0.81259,0.87167,56.0,3923.384,7659
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,60,19,0.84007,0.87077,68.0,5356.694,8476
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,60,20,0.80207,0.84047,75.0,1546.669,7373
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,70,01,0.82025,0.86074,66.0,5004.503,9312
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,70,02,0.84532,0.85465,81.0,5166.344,9289
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,70,03,0.79823,0.78012,112.0,748.822,9221
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,70,04,0.82334,0.79477,56.0,3033.928,8926
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,70,05,0.81036,0.79098,72.0,2801.398,9586
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,70,06,0.80121,0.77859,105.0,2962.426,9989
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,70,07,0.80574,0.78839,85.0,3068.591,8968
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,70,08,0.79052,0.7848,90.0,858.483,8585
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,70,09,0.79065,0.79455,89.0,1146.468,8726
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,70,10,0.8068,0.78808,64.0,3050.798,9137
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,70,11,0.803,0.7855,98.0,3676.4,10456
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,70,12,0.81916,0.83657,66.0,1611.172,8712
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,70,13,0.81114,0.79258,85.0,1693.662,10186
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,70,14,0.81277,0.82648,87.0,4449.348,8358
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,70,15,0.78494,0.81507,102.0,3584.588,7651
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,70,16,0.83384,0.87157,94.0,4987.054,8812
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,70,17,0.81828,0.84131,87.0,1556.072,7984
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,70,18,0.81508,0.86914,74.0,3974.276,7659
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,70,19,0.84097,0.87069,74.0,5228.101,8476
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,70,20,0.79971,0.83391,106.0,1271.857,7373
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,80,01,0.82232,0.85957,53.0,4554.324,9312
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,80,02,0.84631,0.85282,76.0,3039.766,9289
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,80,03,0.79437,0.77741,100.0,661.458,9221
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,80,04,0.82091,0.79082,61.0,2774.984,8926
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,80,05,0.80592,0.78262,85.0,2704.239,9586
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,80,06,0.79877,0.77714,88.0,2911.651,9989
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,80,07,0.80265,0.78793,60.0,2927.589,8968
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,80,08,0.7903,0.78066,93.0,766.756,8585
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,80,09,0.78987,0.7923,69.0,1127.12,8726
