config,run,seed,variant,image,dice,cldice,betti0_err,erl,skel_px
A_dice,A_dice_ens,,ens_swa,18,0.82903,0.88354,43.0,1750.659,7659
A_dice,A_dice_ens,,ens_swa,19,0.8596,0.88877,55.0,5332.181,8476
A_dice,A_dice_ens,,ens_swa,20,0.81874,0.85579,65.0,1127.627,7373
H_aug,H_aug_s0,0,rule_i,01,0.83086,0.87674,48.0,4478.677,9312
H_aug,H_aug_s0,0,rule_i,02,0.85302,0.86172,51.0,4877.969,9289
H_aug,H_aug_s0,0,rule_i,03,0.80419,0.7935,79.0,642.249,9221
H_aug,H_aug_s0,0,rule_i,04,0.83379,0.80772,41.0,2859.099,8926
H_aug,H_aug_s0,0,rule_i,05,0.81275,0.78959,62.0,2699.254,9586
H_aug,H_aug_s0,0,rule_i,06,0.80569,0.77773,76.0,2309.99,9989
H_aug,H_aug_s0,0,rule_i,07,0.82221,0.81935,62.0,2813.325,8968
H_aug,H_aug_s0,0,rule_i,08,0.79977,0.79342,78.0,938.655,8585
H_aug,H_aug_s0,0,rule_i,09,0.81616,0.82737,55.0,2732.618,8726
H_aug,H_aug_s0,0,rule_i,10,0.80966,0.78719,51.0,2802.907,9137
H_aug,H_aug_s0,0,rule_i,11,0.81045,0.78734,78.0,3215.869,10456
H_aug,H_aug_s0,0,rule_i,12,0.83149,0.85109,63.0,1762.311,8712
H_aug,H_aug_s0,0,rule_i,13,0.82542,0.81639,70.0,1850.893,10186
H_aug,H_aug_s0,0,rule_i,14,0.82991,0.84992,67.0,3919.71,8358
H_aug,H_aug_s0,0,rule_i,15,0.81607,0.85043,59.0,3065.423,7651
H_aug,H_aug_s0,0,rule_i,16,0.8423,0.87795,58.0,4172.266,8812
H_aug,H_aug_s0,0,rule_i,17,0.82093,0.84291,86.0,1401.396,7984
H_aug,H_aug_s0,0,rule_i,18,0.82226,0.8811,41.0,3863.074,7659
H_aug,H_aug_s0,0,rule_i,19,0.86162,0.89063,67.0,4888.66,8476
H_aug,H_aug_s0,0,rule_i,20,0.81005,0.84169,89.0,1478.794,7373
H_aug,H_aug_s0,0,rule_iv,01,0.82434,0.87747,53.0,5083.956,9312
H_aug,H_aug_s0,0,rule_iv,02,0.85109,0.86516,60.0,5036.558,9289
H_aug,H_aug_s0,0,rule_iv,03,0.80285,0.79782,66.0,730.29,9221
H_aug,H_aug_s0,0,rule_iv,04,0.82909,0.80959,53.0,3126.406,8926
H_aug,H_aug_s0,0,rule_iv,05,0.81382,0.79383,56.0,2739.033,9586
H_aug,H_aug_s0,0,rule_iv,06,0.8083,0.77992,90.0,2671.422,9989
H_aug,H_aug_s0,0,rule_iv,07,0.82522,0.82304,58.0,3333.969,8968
H_aug,H_aug_s0,0,rule_iv,08,0.8005,0.79846,60.0,895.523,8585
H_aug,H_aug_s0,0,rule_iv,09,0.81848,0.83199,61.0,1721.333,8726
H_aug,H_aug_s0,0,rule_iv,10,0.81062,0.79461,78.0,3165.068,9137
H_aug,H_aug_s0,0,rule_iv,11,0.80792,0.79457,68.0,3617.246,10456
H_aug,H_aug_s0,0,rule_iv,12,0.82569,0.85135,53.0,1973.983,8712
H_aug,H_aug_s0,0,rule_iv,13,0.82419,0.82135,80.0,2063.116,10186
H_aug,H_aug_s0,0,rule_iv,14,0.82299,0.84454,63.0,4185.847,8358
H_aug,H_aug_s0,0,rule_iv,15,0.81042,0.85241,69.0,3382.281,7651
H_aug,H_aug_s0,0,rule_iv,16,0.83854,0.88392,60.0,4612.205,8812
H_aug,H_aug_s0,0,rule_iv,17,0.82497,0.85175,91.0,1553.251,7984
H_aug,H_aug_s0,0,rule_iv,18,0.81497,0.8786,63.0,4101.102,7659
H_aug,H_aug_s0,0,rule_iv,19,0.85228,0.89,64.0,5394.749,8476
H_aug,H_aug_s0,0,rule_iv,20,0.80304,0.84606,79.0,1559.025,7373
H_aug,H_aug_s0,0,tta_i,01,0.83161,0.87334,39.0,4790.917,9312
H_aug,H_aug_s0,0,tta_i,02,0.85478,0.86207,46.0,4751.338,9289
H_aug,H_aug_s0,0,tta_i,03,0.80408,0.79629,58.0,602.005,9221
H_aug,H_aug_s0,0,tta_i,04,0.83453,0.80617,39.0,2825.852,8926
H_aug,H_aug_s0,0,tta_i,05,0.81328,0.78977,44.0,2493.064,9586
H_aug,H_aug_s0,0,tta_i,06,0.80563,0.78028,59.0,2463.927,9989
H_aug,H_aug_s0,0,tta_i,07,0.82453,0.82102,56.0,2986.91,8968
H_aug,H_aug_s0,0,tta_i,08,0.80072,0.79276,64.0,844.285,8585
H_aug,H_aug_s0,0,tta_i,09,0.81842,0.82665,37.0,2726.596,8726
H_aug,H_aug_s0,0,tta_i,10,0.81411,0.79415,50.0,2816.24,9137
H_aug,H_aug_s0,0,tta_i,11,0.81528,0.79296,62.0,3460.644,10456
H_aug,H_aug_s0,0,tta_i,12,0.83276,0.85004,42.0,1380.719,8712
H_aug,H_aug_s0,0,tta_i,13,0.82743,0.81588,58.0,1898.428,10186
H_aug,H_aug_s0,0,tta_i,14,0.8329,0.85374,46.0,3841.796,8358
H_aug,H_aug_s0,0,tta_i,15,0.82393,0.85955,30.0,3097.741,7651
H_aug,H_aug_s0,0,tta_i,16,0.84437,0.88284,54.0,4044.079,8812
H_aug,H_aug_s0,0,tta_i,17,0.8272,0.85294,67.0,1461.381,7984
H_aug,H_aug_s0,0,tta_i,18,0.82445,0.88359,33.0,3796.612,7659
H_aug,H_aug_s0,0,tta_i,19,0.86565,0.8928,48.0,5181.329,8476
H_aug,H_aug_s0,0,tta_i,20,0.81547,0.85432,68.0,1431.202,7373
H_aug,H_aug_s0,0,tta_iv,01,0.82735,0.87741,37.0,5350.46,9312
H_aug,H_aug_s0,0,tta_iv,02,0.85138,0.86601,48.0,5204.485,9289
H_aug,H_aug_s0,0,tta_iv,03,0.80562,0.80156,59.0,1310.573,9221
H_aug,H_aug_s0,0,tta_iv,04,0.8324,0.81155,48.0,3122.46,8926
H_aug,H_aug_s0,0,tta_iv,05,0.81613,0.79684,34.0,3163.131,9586
H_aug,H_aug_s0,0,tta_iv,06,0.80931,0.78554,61.0,2960.404,9989
H_aug,H_aug_s0,0,tta_iv,07,0.82698,0.82697,43.0,3471.372,8968
H_aug,H_aug_s0,0,tta_iv,08,0.80404,0.79919,67.0,925.917,8585
H_aug,H_aug_s0,0,tta_iv,09,0.81953,0.82796,38.0,1750.328,8726
H_aug,H_aug_s0,0,tta_iv,10,0.81356,0.80142,40.0,3185.172,9137
H_aug,H_aug_s0,0,tta_iv,11,0.81152,0.80062,54.0,3733.437,10456
H_aug,H_aug_s0,0,tta_iv,12,0.83196,0.85686,41.0,2070.603,8712
H_aug,H_aug_s0,0,tta_iv,13,0.82658,0.82157,59.0,2066.532,10186
H_aug,H_aug_s0,0,tta_iv,14,0.82592,0.85174,50.0,4585.532,8358
H_aug,H_aug_s0,0,tta_iv,15,0.8163,0.86197,47.0,3249.231,7651
H_aug,H_aug_s0,0,tta_iv,16,0.84496,0.89139,51.0,4760.797,8812
H_aug,H_aug_s0,0,tta_iv,17,0.8279,0.8567,68.0,1554.89,7984
H_aug,H_aug_s0,0,tta_iv,18,0.82227,0.88839,42.0,4190.535,7659
H_aug,H_aug_s0,0,tta_iv,19,0.85763,0.89553,45.0,5494.14,8476
H_aug,H_aug_s0,0,tta_iv,20,0.81119,0.8574,68.0,1580.788,7373
H_aug,H_aug_s0,0,swa,01,0.82815,0.87524,36.0,5101.236,9312
H_aug,H_aug_s0,0,swa,02,0.85191,0.85904,52.0,4884.397,9289
H_aug,H_aug_s0,0,swa,03,0.8042,0.7962,66.0,639.959,9221
H_aug,H_aug_s0,0,swa,04,0.83324,0.81147,46.0,2996.594,8926
H_aug,H_aug_s0,0,swa,05,0.81521,0.79421,55.0,2694.494,9586
H_aug,H_aug_s0,0,swa,06,0.80974,0.78579,77.0,2579.598,9989
H_aug,H_aug_s0,0,swa,07,0.82537,0.82361,54.0,3159.266,8968
H_aug,H_aug_s0,0,swa,08,0.80037,0.7948,77.0,874.46,8585
H_aug,H_aug_s0,0,swa,09,0.8181,0.82809,51.0,1434.867,8726
H_aug,H_aug_s0,0,swa,10,0.81008,0.79459,62.0,3218.575,9137
H_aug,H_aug_s0,0,swa,11,0.81159,0.79703,59.0,3910.854,10456
H_aug,H_aug_s0,0,swa,12,0.8322,0.85449,48.0,1973.869,8712
H_aug,H_aug_s0,0,swa,13,0.82611,0.81997,60.0,1949.107,10186
H_aug,H_aug_s0,0,swa,14,0.82943,0.85278,65.0,4438.379,8358
H_aug,H_aug_s0,0,swa,15,0.81803,0.85749,50.0,3216.835,7651
H_aug,H_aug_s0,0,swa,16,0.84308,0.88147,70.0,4333.611,8812
H_aug,H_aug_s0,0,swa,17,0.82611,0.85003,84.0,1536.298,7984
H_aug,H_aug_s0,0,swa,18,0.82081,0.87826,60.0,4003.513,7659
H_aug,H_aug_s0,0,swa,19,0.85588,0.89173,52.0,5238.1,8476
H_aug,H_aug_s0,0,swa,20,0.80559,0.83959,75.0,1511.299,7373
H_aug,H_aug_s0,0,swa_tta,01,0.82933,0.87376,27.0,5255.243,9312
H_aug,H_aug_s0,0,swa_tta,02,0.8526,0.86286,38.0,5106.458,9289
H_aug,H_aug_s0,0,swa_tta,03,0.80689,0.80235,53.0,1219.325,9221
H_aug,H_aug_s0,0,swa_tta,04,0.835,0.81231,34.0,3378.199,8926
H_aug,H_aug_s0,0,swa_tta,05,0.81688,0.79751,44.0,2668.127,9586
H_aug,H_aug_s0,0,swa_tta,06,0.81082,0.7912,55.0,2986.345,9989
H_aug,H_aug_s0,0,swa_tta,07,0.82679,0.82632,38.0,3341.716,8968
H_aug,H_aug_s0,0,swa_tta,08,0.80355,0.79927,57.0,910.486,8585
H_aug,H_aug_s0,0,swa_tta,09,0.81932,0.82993,32.0,3072.061,8726
H_aug,H_aug_s0,0,swa_tta,10,0.81305,0.79937,42.0,3091.436,9137
H_aug,H_aug_s0,0,swa_tta,11,0.81418,0.79948,48.0,3949.876,10456
H_aug,H_aug_s0,0,swa_tta,12,0.83292,0.85349,44.0,1986.472,8712
H_aug,H_aug_s0,0,swa_tta,13,0.8276,0.82125,59.0,2006.911,10186
H_aug,H_aug_s0,0,swa_tta,14,0.83042,0.85295,51.0,4119.747,8358
H_aug,H_aug_s0,0,swa_tta,15,0.82093,0.8605,37.0,3296.177,7651
H_aug,H_aug_s0,0,swa_tta,16,0.8465,0.88616,43.0,4449.612,8812
H_aug,H_aug_s0,0,swa_tta,17,0.8294,0.85637,69.0,1585.144,7984
H_aug,H_aug_s0,0,swa_tta,18,0.82381,0.88365,40.0,4034.077,7659
H_aug,H_aug_s0,0,swa_tta,19,0.8597,0.89373,41.0,5360.825,8476
H_aug,H_aug_s0,0,swa_tta,20,0.80962,0.84756,68.0,1564.789,7373
H_aug,H_aug_s1,1,rule_i,01,0.83022,0.8739,49.0,4549.044,9312
H_aug,H_aug_s1,1,rule_i,02,0.85034,0.85851,65.0,4501.554,9289
H_aug,H_aug_s1,1,rule_i,03,0.79515,0.78777,79.0,595.863,9221
H_aug,H_aug_s1,1,rule_i,04,0.83064,0.80678,47.0,2760.108,8926
H_aug,H_aug_s1,1,rule_i,05,0.81142,0.79079,67.0,2419.922,9586
H_aug,H_aug_s1,1,rule_i,06,0.80481,0.7805,73.0,2625.769,9989
H_aug,H_aug_s1,1,rule_i,07,0.82067,0.81931,57.0,2879.386,8968
H_aug,H_aug_s1,1,rule_i,08,0.7972,0.79209,79.0,832.391,8585
H_aug,H_aug_s1,1,rule_i,09,0.81394,0.82126,50.0,1267.63,8726
H_aug,H_aug_s1,1,rule_i,10,0.81,0.79078,61.0,2755.906,9137
H_aug,H_aug_s1,1,rule_i,11,0.81367,0.79446,71.0,3200.928,10456
H_aug,H_aug_s1,1,rule_i,12,0.828,0.84462,60.0,1093.266,8712
H_aug,H_aug_s1,1,rule_i,13,0.82355,0.81071,86.0,1790.67,10186
H_aug,H_aug_s1,1,rule_i,14,0.82845,0.84934,69.0,3853.194,8358
H_aug,H_aug_s1,1,rule_i,15,0.82396,0.86187,53.0,3001.453,7651
H_aug,H_aug_s1,1,rule_i,16,0.83844,0.87555,68.0,1981.354,8812
H_aug,H_aug_s1,1,rule_i,17,0.82641,0.85462,84.0,1211.053,7984
H_aug,H_aug_s1,1,rule_i,18,0.82066,0.87643,54.0,3520.05,7659
H_aug,H_aug_s1,1,rule_i,19,0.86197,0.89072,62.0,4860.392,8476
H_aug,H_aug_s1,1,rule_i,20,0.8084,0.84322,88.0,1401.966,7373
H_aug,H_aug_s1,1,rule_iv,01,0.82837,0.8755,44.0,5254.841,9312
H_aug,H_aug_s1,1,rule_iv,02,0.84823,0.86041,71.0,4995.014,9289
H_aug,H_aug_s1,1,rule_iv,03,0.80225,0.79581,67.0,808.256,9221
H_aug,H_aug_s1,1,rule_iv,04,0.83316,0.81331,47.0,3338.02,8926
H_aug,H_aug_s1,1,rule_iv,05,0.81378,0.79136,70.0,2437.394,9586
H_aug,H_aug_s1,1,rule_iv,06,0.80945,0.78766,87.0,2874.865,9989
H_aug,H_aug_s1,1,rule_iv,07,0.82373,0.82346,61.0,3212.93,8968
H_aug,H_aug_s1,1,rule_iv,08,0.80207,0.79595,69.0,898.351,8585
H_aug,H_aug_s1,1,rule_iv,09,0.81744,0.82664,48.0,1599.091,8726
H_aug,H_aug_s1,1,rule_iv,10,0.81063,0.79642,71.0,3086.092,9137
H_aug,H_aug_s1,1,rule_iv,11,0.81177,0.80004,64.0,3808.141,10456
H_aug,H_aug_s1,1,rule_iv,12,0.82834,0.85144,62.0,2022.242,8712
H_aug,H_aug_s1,1,rule_iv,13,0.82606,0.81484,90.0,1984.489,10186
H_aug,H_aug_s1,1,rule_iv,14,0.82485,0.85045,69.0,4616.802,8358
H_aug,H_aug_s1,1,rule_iv,15,0.81114,0.85246,78.0,3674.07,7651
H_aug,H_aug_s1,1,rule_iv,16,0.84312,0.88521,72.0,4515.434,8812
H_aug,H_aug_s1,1,rule_iv,17,0.82579,0.85692,73.0,1461.19,7984
H_aug,H_aug_s1,1,rule_iv,18,0.82028,0.88581,59.0,4216.45,7659
H_aug,H_aug_s1,1,rule_iv,19,0.85453,0.88996,65.0,5250.079,8476
H_aug,H_aug_s1,1,rule_iv,20,0.81027,0.85272,79.0,1521.976,7373
H_aug,H_aug_s1,1,tta_i,01,0.8331,0.87577,43.0,4403.165,9312
H_aug,H_aug_s1,1,tta_i,02,0.8531,0.85989,52.0,4669.348,9289
H_aug,H_aug_s1,1,tta_i,03,0.79759,0.78865,53.0,641.815,9221
H_aug,H_aug_s1,1,tta_i,04,0.83314,0.80895,36.0,2887.691,8926
H_aug,H_aug_s1,1,tta_i,05,0.81336,0.78961,40.0,2514.46,9586
H_aug,H_aug_s1,1,tta_i,06,0.80733,0.78382,60.0,2674.834,9989
H_aug,H_aug_s1,1,tta_i,07,0.82413,0.82179,43.0,2854.566,8968
H_aug,H_aug_s1,1,tta_i,08,0.79938,0.79149,62.0,796.863,8585
H_aug,H_aug_s1,1,tta_i,09,0.81732,0.82794,45.0,1315.378,8726
H_aug,H_aug_s1,1,tta_i,10,0.81431,0.79491,52.0,2964.864,9137
H_aug,H_aug_s1,1,tta_i,11,0.81547,0.79615,47.0,3367.303,10456
H_aug,H_aug_s1,1,tta_i,12,0.83306,0.85013,43.0,1805.453,8712
H_aug,H_aug_s1,1,tta_i,13,0.82606,0.8159,66.0,1598.112,10186
H_aug,H_aug_s1,1,tta_i,14,0.83318,0.85451,48.0,4030.852,8358
H_aug,H_aug_s1,1,tta_i,15,0.8281,0.86474,28.0,3075.64,7651
H_aug,H_aug_s1,1,tta_i,16,0.84682,0.88617,53.0,4224.988,8812
H_aug,H_aug_s1,1,tta_i,17,0.8278,0.85252,60.0,1477.781,7984
H_aug,H_aug_s1,1,tta_i,18,0.82561,0.88508,40.0,3981.575,7659
H_aug,H_aug_s1,1,tta_i,19,0.86507,0.89497,45.0,5030.805,8476
H_aug,H_aug_s1,1,tta_i,20,0.81417,0.84984,63.0,1455.245,7373
H_aug,H_aug_s1,1,tta_iv,01,0.83058,0.87754,28.0,4940.855,9312
H_aug,H_aug_s1,1,tta_iv,02,0.85283,0.86471,53.0,5196.664,9289
H_aug,H_aug_s1,1,tta_iv,03,0.80677,0.80136,58.0,1321.029,9221
H_aug,H_aug_s1,1,tta_iv,04,0.83423,0.81232,41.0,3332.789,8926
H_aug,H_aug_s1,1,tta_iv,05,0.81671,0.79365,43.0,2714.581,9586
H_aug,H_aug_s1,1,tta_iv,06,0.81047,0.78619,58.0,2854.742,9989
H_aug,H_aug_s1,1,tta_iv,07,0.82752,0.82632,38.0,3338.212,8968
H_aug,H_aug_s1,1,tta_iv,08,0.80412,0.79641,64.0,918.333,8585
H_aug,H_aug_s1,1,tta_iv,09,0.81954,0.82908,40.0,1522.482,8726
H_aug,H_aug_s1,1,tta_iv,10,0.81541,0.80222,55.0,3257.353,9137
H_aug,H_aug_s1,1,tta_iv,11,0.81373,0.79965,54.0,3822.411,10456
H_aug,H_aug_s1,1,tta_iv,12,0.83375,0.85676,51.0,2179.734,8712
H_aug,H_aug_s1,1,tta_iv,13,0.82862,0.82026,60.0,1727.262,10186
H_aug,H_aug_s1,1,tta_iv,14,0.82956,0.85563,44.0,4567.038,8358
H_aug,H_aug_s1,1,tta_iv,15,0.81518,0.85672,39.0,3620.802,7651
H_aug,H_aug_s1,1,tta_iv,16,0.84767,0.8907,61.0,4613.626,8812
H_aug,H_aug_s1,1,tta_iv,17,0.82889,0.8579,56.0,1584.541,7984
H_aug,H_aug_s1,1,tta_iv,18,0.82365,0.88584,35.0,4190.127,7659
H_aug,H_aug_s1,1,tta_iv,19,0.86005,0.89694,49.0,5184.609,8476
H_aug,H_aug_s1,1,tta_iv,20,0.81369,0.85521,74.0,1553.042,7373
H_aug,H_aug_s1,1,swa,01,0.83037,0.87666,44.0,4793.959,9312
H_aug,H_aug_s1,1,swa,02,0.85082,0.85975,60.0,4757.74,9289
H_aug,H_aug_s1,1,swa,03,0.80486,0.7987,68.0,669.905,9221
H_aug,H_aug_s1,1,swa,04,0.83402,0.81143,55.0,2966.123,8926
H_aug,H_aug_s1,1,swa,05,0.81297,0.79159,61.0,2620.742,9586
H_aug,H_aug_s1,1,swa,06,0.80947,0.78609,73.0,2849.363,9989
H_aug,H_aug_s1,1,swa,07,0.82352,0.82334,61.0,2941.521,8968
H_aug,H_aug_s1,1,swa,08,0.80238,0.79553,76.0,899.222,8585
H_aug,H_aug_s1,1,swa,09,0.81716,0.82598,46.0,1408.088,8726
H_aug,H_aug_s1,1,swa,10,0.81228,0.7934,70.0,3007.254,9137
H_aug,H_aug_s1,1,swa,11,0.81412,0.79865,59.0,3590.475,10456
H_aug,H_aug_s1,1,swa,12,0.83051,0.84996,49.0,1770.588,8712
H_aug,H_aug_s1,1,swa,13,0.8261,0.81468,87.0,1931.611,10186
H_aug,H_aug_s1,1,swa,14,0.8274,0.84919,72.0,4034.551,8358
H_aug,H_aug_s1,1,swa,15,0.81792,0.8572,61.0,3291.248,7651
H_aug,H_aug_s1,1,swa,16,0.84265,0.87985,57.0,4221.395,8812
H_aug,H_aug_s1,1,swa,17,0.82717,0.85606,90.0,1231.914,7984
H_aug,H_aug_s1,1,swa,18,0.82147,0.88012,51.0,4004.301,7659
H_aug,H_aug_s1,1,swa,19,0.85834,0.89078,51.0,5218.924,8476
H_aug,H_aug_s1,1,swa,20,0.8086,0.84476,88.0,1488.692,7373
H_aug,H_aug_s1,1,swa_tta,01,0.8321,0.87634,30.0,4784.435,9312
H_aug,H_aug_s1,1,swa_tta,02,0.8533,0.8626,50.0,4946.68,9289
H_aug,H_aug_s1,1,swa_tta,03,0.80709,0.80253,60.0,780.491,9221
H_aug,H_aug_s1,1,swa_tta,04,0.83494,0.81247,32.0,3310.531,8926
H_aug,H_aug_s1,1,swa_tta,05,0.81573,0.79263,37.0,2545.232,9586
H_aug,H_aug_s1,1,swa_tta,06,0.81097,0.7877,54.0,2786.765,9989
H_aug,H_aug_s1,1,swa_tta,07,0.82678,0.82675,43.0,3236.885,8968
H_aug,H_aug_s1,1,swa_tta,08,0.8058,0.79824,60.0,833.835,8585
H_aug,H_aug_s1,1,swa_tta,09,0.82059,0.83123,36.0,1559.172,8726
H_aug,H_aug_s1,1,swa_tta,10,0.81474,0.79755,49.0,3059.077,9137
H_aug,H_aug_s1,1,swa_tta,11,0.81543,0.79917,65.0,3639.404,10456
H_aug,H_aug_s1,1,swa_tta,12,0.83461,0.85305,49.0,2037.317,8712
H_aug,H_aug_s1,1,swa_tta,13,0.82861,0.81792,61.0,1643.913,10186
H_aug,H_aug_s1,1,swa_tta,14,0.83157,0.85441,38.0,4364.107,8358
H_aug,H_aug_s1,1,swa_tta,15,0.82145,0.86002,44.0,3449.521,7651
H_aug,H_aug_s1,1,swa_tta,16,0.84738,0.88712,51.0,4333.655,8812
H_aug,H_aug_s1,1,swa_tta,17,0.82874,0.85596,64.0,1578.774,7984
H_aug,H_aug_s1,1,swa_tta,18,0.82498,0.8857,35.0,4056.978,7659
H_aug,H_aug_s1,1,swa_tta,19,0.86218,0.89451,47.0,5094.18,8476
H_aug,H_aug_s1,1,swa_tta,20,0.81182,0.85129,65.0,1538.683,7373
H_aug,H_aug_s2,2,rule_i,01,0.8319,0.87637,49.0,4711.927,9312
H_aug,H_aug_s2,2,rule_i,02,0.85209,0.85813,52.0,4887.671,9289
H_aug,H_aug_s2,2,rule_i,03,0.80789,0.8011,61.0,799.056,9221
H_aug,H_aug_s2,2,rule_i,04,0.83118,0.80553,49.0,2847.625,8926
H_aug,H_aug_s2,2,rule_i,05,0.81213,0.79213,45.0,2429.243,9586
H_aug,H_aug_s2,2,rule_i,06,0.80255,0.7778,63.0,2358.12,9989
H_aug,H_aug_s2,2,rule_i,07,0.82249,0.82063,66.0,2942.118,8968
H_aug,H_aug_s2,2,rule_i,08,0.80069,0.79118,71.0,824.326,8585
H_aug,H_aug_s2,2,rule_i,09,0.81596,0.82391,54.0,2615.372,8726
H_aug,H_aug_s2,2,rule_i,10,0.81289,0.79329,66.0,2990.87,9137
H_aug,H_aug_s2,2,rule_i,11,0.81217,0.79252,63.0,3657.614,10456
H_aug,H_aug_s2,2,rule_i,12,0.8317,0.85032,58.0,1667.938,8712
H_aug,H_aug_s2,2,rule_i,13,0.82709,0.82076,60.0,1736.359,10186
H_aug,H_aug_s2,2,rule_i,14,0.82888,0.85137,62.0,3665.395,8358
H_aug,H_aug_s2,2,rule_i,15,0.81411,0.85185,48.0,3115.353,7651
H_aug,H_aug_s2,2,rule_i,16,0.84241,0.87783,61.0,4127.039,8812
H_aug,H_aug_s2,2,rule_i,17,0.82459,0.84497,87.0,1339.287,7984
H_aug,H_aug_s2,2,rule_i,18,0.82236,0.87861,50.0,3643.533,7659
H_aug,H_aug_s2,2,rule_i,19,0.86075,0.88883,52.0,5193.983,8476
H_aug,H_aug_s2,2,rule_i,20,0.81236,0.84961,72.0,1411.819,7373
H_aug,H_aug_s2,2,rule_iv,01,0.82501,0.87361,50.0,4999.439,9312
H_aug,H_aug_s2,2,rule_iv,02,0.85275,0.85731,57.0,4900.407,9289
H_aug,H_aug_s2,2,rule_iv,03,0.80334,0.79988,73.0,770.67,9221
H_aug,H_aug_s2,2,rule_iv,04,0.83299,0.80875,41.0,2899.684,8926
H_aug,H_aug_s2,2,rule_iv,05,0.81662,0.79521,47.0,2599.84,9586
H_aug,H_aug_s2,2,rule_iv,06,0.80907,0.78181,76.0,2628.938,9989
H_aug,H_aug_s2,2,rule_iv,07,0.82385,0.8197,58.0,3164.616,8968
H_aug,H_aug_s2,2,rule_iv,08,0.80627,0.79645,78.0,904.285,8585
H_aug,H_aug_s2,2,rule_iv,09,0.82004,0.82664,49.0,3014.971,8726
H_aug,H_aug_s2,2,rule_iv,10,0.81272,0.79174,73.0,2828.866,9137
H_aug,H_aug_s2,2,rule_iv,11,0.81299,0.79565,66.0,3541.043,10456
H_aug,H_aug_s2,2,rule_iv,12,0.83078,0.84887,55.0,1580.061,8712
H_aug,H_aug_s2,2,rule_iv,13,0.82899,0.822,69.0,4057.511,10186
H_aug,H_aug_s2,2,rule_iv,14,0.83011,0.84903,79.0,4081.073,8358
H_aug,H_aug_s2,2,rule_iv,15,0.82039,0.86102,42.0,3334.555,7651
H_aug,H_aug_s2,2,rule_iv,16,0.8424,0.87848,65.0,4395.193,8812
H_aug,H_aug_s2,2,rule_iv,17,0.82312,0.85025,79.0,1337.49,7984
H_aug,H_aug_s2,2,rule_iv,18,0.81591,0.87731,53.0,4052.863,7659
H_aug,H_aug_s2,2,rule_iv,19,0.85271,0.88676,53.0,4782.85,8476
H_aug,H_aug_s2,2,rule_iv,20,0.80557,0.8481,60.0,1542.655,7373
H_aug,H_aug_s2,2,tta_i,01,0.83489,0.87804,33.0,4992.941,9312
H_aug,H_aug_s2,2,tta_i,02,0.85486,0.86413,48.0,4913.895,9289
H_aug,H_aug_s2,2,tta_i,03,0.80621,0.79773,48.0,722.426,9221
H_aug,H_aug_s2,2,tta_i,04,0.83293,0.80826,32.0,2841.86,8926
H_aug,H_aug_s2,2,tta_i,05,0.81349,0.79108,36.0,2375.692,9586
H_aug,H_aug_s2,2,tta_i,06,0.80519,0.78087,52.0,2601.697,9989
H_aug,H_aug_s2,2,tta_i,07,0.82461,0.82377,45.0,3076.782,8968
H_aug,H_aug_s2,2,tta_i,08,0.80151,0.79344,56.0,823.432,8585
H_aug,H_aug_s2,2,tta_i,09,0.81848,0.8259,35.0,2612.301,8726
H_aug,H_aug_s2,2,tta_i,10,0.81562,0.79625,44.0,3149.858,9137
H_aug,H_aug_s2,2,tta_i,11,0.81487,0.79617,53.0,3409.259,10456
H_aug,H_aug_s2,2,tta_i,12,0.83335,0.85258,37.0,1910.515,8712
H_aug,H_aug_s2,2,tta_i,13,0.82785,0.81951,59.0,1903.119,10186
H_aug,H_aug_s2,2,tta_i,14,0.83099,0.85282,53.0,3877.849,8358
H_aug,H_aug_s2,2,tta_i,15,0.81883,0.85653,32.0,3086.629,7651
H_aug,H_aug_s2,2,tta_i,16,0.84522,0.88624,46.0,4206.751,8812
H_aug,H_aug_s2,2,tta_i,17,0.82741,0.85177,55.0,1479.028,7984
H_aug,H_aug_s2,2,tta_i,18,0.82561,0.88419,33.0,3971.589,7659
H_aug,H_aug_s2,2,tta_i,19,0.86469,0.89593,39.0,5220.551,8476
H_aug,H_aug_s2,2,tta_i,20,0.81676,0.85544,65.0,1429.012,7373
H_aug,H_aug_s2,2,tta_iv,01,0.82878,0.87508,24.0,4972.607,9312
H_aug,H_aug_s2,2,tta_iv,02,0.85529,0.86418,48.0,5051.497,9289
H_aug,H_aug_s2,2,tta_iv,03,0.80568,0.79732,52.0,707.951,9221
H_aug,H_aug_s2,2,tta_iv,04,0.83615,0.80954,30.0,2991.85,8926
H_aug,H_aug_s2,2,tta_iv,05,0.81723,0.79179,34.0,2704.606,9586
H_aug,H_aug_s2,2,tta_iv,06,0.81026,0.78383,52.0,2789.009,9989
H_aug,H_aug_s2,2,tta_iv,07,0.82823,0.82615,44.0,3269.205,8968
H_aug,H_aug_s2,2,tta_iv,08,0.80721,0.79752,65.0,864.894,8585
H_aug,H_aug_s2,2,tta_iv,09,0.82293,0.82887,33.0,1643.729,8726
H_aug,H_aug_s2,2,tta_iv,10,0.81541,0.79829,44.0,2890.486,9137
H_aug,H_aug_s2,2,tta_iv,11,0.81483,0.79854,47.0,3810.545,10456
H_aug,H_aug_s2,2,tta_iv,12,0.83247,0.85152,38.0,1931.793,8712
H_aug,H_aug_s2,2,tta_iv,13,0.82962,0.82032,57.0,2188.923,10186
