config,run,epoch,seed,condition,radius_px,image,erl,skel_px,dice,foreground
A_dice,A_dice_s3,10,3,oracle_all,0,06,9254.356,9989,0.85978,30202
A_dice,A_dice_s3,10,3,raw,0,07,2739.749,8968,0.81498,26713
A_dice,A_dice_s3,10,3,closing,6,07,3458.838,8968,0.75859,33935
A_dice,A_dice_s3,10,3,closing_fair,1,07,2902.596,8968,0.81481,26924
A_dice,A_dice_s3,10,3,oracle_sever,0,07,3180.803,8968,0.8231,27105
A_dice,A_dice_s3,10,3,oracle_all,0,07,8900.258,8968,0.86433,29184
A_dice,A_dice_s3,10,3,raw,0,08,516.23,8585,0.79423,24956
A_dice,A_dice_s3,10,3,closing,6,08,2571.133,8585,0.74585,31875
A_dice,A_dice_s3,10,3,closing_fair,1,08,864.576,8585,0.79455,25176
A_dice,A_dice_s3,10,3,oracle_sever,0,08,623.161,8585,0.80817,25580
A_dice,A_dice_s3,10,3,oracle_all,0,08,8119.764,8585,0.84514,27308
A_dice,A_dice_s3,10,3,raw,0,09,1258.134,8726,0.79872,23835
A_dice,A_dice_s3,10,3,closing,6,09,1704.582,8726,0.74744,30120
A_dice,A_dice_s3,10,3,closing_fair,1,09,1274.239,8726,0.79881,24047
A_dice,A_dice_s3,10,3,oracle_sever,0,09,1685.482,8726,0.80772,24217
A_dice,A_dice_s3,10,3,oracle_all,0,09,8480.974,8726,0.84729,25966
A_dice,A_dice_s3,10,3,raw,0,10,2737.51,9137,0.80773,27154
A_dice,A_dice_s3,10,3,closing,6,10,3608.441,9137,0.71605,36778
A_dice,A_dice_s3,10,3,closing_fair,1,10,2871.305,9137,0.80669,27398
A_dice,A_dice_s3,10,3,oracle_sever,0,10,3339.724,9137,0.82284,27851
A_dice,A_dice_s3,10,3,oracle_all,0,10,8792.259,9137,0.85451,29372
A_dice,A_dice_s3,10,3,raw,0,11,3334.674,10456,0.81103,30163
A_dice,A_dice_s3,10,3,closing,6,11,4361.162,10456,0.73269,39240
A_dice,A_dice_s3,10,3,closing_fair,1,11,3587.488,10456,0.80933,30498
A_dice,A_dice_s3,10,3,oracle_sever,0,11,3744.812,10456,0.8168,30454
A_dice,A_dice_s3,10,3,oracle_all,0,11,10173.384,10456,0.86121,32794
A_dice,A_dice_s3,10,3,raw,0,12,1261.996,8712,0.82377,28021
A_dice,A_dice_s3,10,3,closing,6,12,2361.373,8712,0.73072,39205
A_dice,A_dice_s3,10,3,closing_fair,1,12,1397.889,8712,0.8235,28248
A_dice,A_dice_s3,10,3,oracle_sever,0,12,1415.983,8712,0.82593,28125
A_dice,A_dice_s3,10,3,oracle_all,0,12,8712.0,8712,0.85533,29579
A_dice,A_dice_s3,10,3,raw,0,13,1529.829,10186,0.82128,30492
A_dice,A_dice_s3,10,3,closing,6,13,4517.32,10186,0.74843,39451
A_dice,A_dice_s3,10,3,closing_fair,1,13,3578.844,10186,0.82088,30705
A_dice,A_dice_s3,10,3,oracle_sever,0,13,1826.896,10186,0.82822,30864
A_dice,A_dice_s3,10,3,oracle_all,0,13,9934.041,10186,0.86418,32862
A_dice,A_dice_s3,10,3,raw,0,14,3856.44,8358,0.82748,28336
A_dice,A_dice_s3,10,3,closing,6,14,4778.406,8358,0.7468,36424
A_dice,A_dice_s3,10,3,closing_fair,1,14,3901.402,8358,0.82639,28551
A_dice,A_dice_s3,10,3,oracle_sever,0,14,4275.108,8358,0.83064,28485
A_dice,A_dice_s3,10,3,oracle_all,0,14,8358.0,8358,0.8532,29570
A_dice,A_dice_s3,10,3,raw,0,15,3802.834,7651,0.81605,26937
A_dice,A_dice_s3,10,3,closing,6,15,4057.659,7651,0.6979,37673
A_dice,A_dice_s3,10,3,closing_fair,1,15,3818.42,7651,0.81479,27111
A_dice,A_dice_s3,10,3,oracle_sever,0,15,3921.356,7651,0.81866,27049
A_dice,A_dice_s3,10,3,oracle_all,0,15,7617.076,7651,0.83795,27890
A_dice,A_dice_s3,10,3,raw,0,16,4582.123,8812,0.84554,29908
A_dice,A_dice_s3,10,3,closing,6,16,5208.83,8812,0.76755,38090
A_dice,A_dice_s3,10,3,closing_fair,1,16,4655.858,8812,0.84394,30152
A_dice,A_dice_s3,10,3,oracle_sever,0,16,4815.819,8812,0.84709,29988
A_dice,A_dice_s3,10,3,oracle_all,0,16,8665.243,8812,0.86874,31132
A_dice,A_dice_s3,10,3,raw,0,17,1168.193,7984,0.81955,27027
A_dice,A_dice_s3,10,3,closing,6,17,3382.166,7984,0.75602,34638
A_dice,A_dice_s3,10,3,closing_fair,1,17,1211.682,7984,0.82036,27246
A_dice,A_dice_s3,10,3,oracle_sever,0,17,1427.218,7984,0.82349,27211
A_dice,A_dice_s3,10,3,oracle_all,0,17,7984.0,7984,0.85384,28669
A_dice,A_dice_s3,10,3,raw,0,18,2030.843,7659,0.81979,30029
A_dice,A_dice_s3,10,3,closing,6,18,4467.159,7659,0.7446,37388
A_dice,A_dice_s3,10,3,closing_fair,1,18,2087.638,7659,0.81763,30334
A_dice,A_dice_s3,10,3,oracle_sever,0,18,2200.102,7659,0.82189,30129
A_dice,A_dice_s3,10,3,oracle_all,0,18,7547.708,7659,0.84015,31015
A_dice,A_dice_s3,10,3,raw,0,19,5053.323,8476,0.85512,31489
A_dice,A_dice_s3,10,3,closing,6,19,5810.219,8476,0.74327,41385
A_dice,A_dice_s3,10,3,closing_fair,1,19,5158.689,8476,0.85262,31744
A_dice,A_dice_s3,10,3,oracle_sever,0,19,5754.744,8476,0.85985,31733
A_dice,A_dice_s3,10,3,oracle_all,0,19,8233.349,8476,0.87138,32337
A_dice,A_dice_s3,10,3,raw,0,20,1525.086,7373,0.81515,28366
A_dice,A_dice_s3,10,3,closing,6,20,1775.849,7373,0.71795,37413
A_dice,A_dice_s3,10,3,closing_fair,1,20,1539.601,7373,0.81249,28681
A_dice,A_dice_s3,10,3,oracle_sever,0,20,1669.642,7373,0.81907,28541
A_dice,A_dice_s3,10,3,oracle_all,0,20,7299.352,7373,0.83383,29209
A_dice,A_dice_s4,10,4,raw,0,01,5105.079,9312,0.82062,34136
A_dice,A_dice_s4,10,4,closing,6,01,5757.898,9312,0.71838,45779
A_dice,A_dice_s4,10,4,closing_fair,1,01,5149.68,9312,0.8188,34451
A_dice,A_dice_s4,10,4,oracle_sever,0,01,5532.651,9312,0.82366,34300
A_dice,A_dice_s4,10,4,oracle_all,0,01,8944.818,9312,0.84237,35330
A_dice,A_dice_s4,10,4,raw,0,02,3085.817,9289,0.8494,35614
A_dice,A_dice_s4,10,4,closing,6,02,5822.486,9289,0.7579,46571
A_dice,A_dice_s4,10,4,closing_fair,1,02,5122.087,9289,0.84829,35901
A_dice,A_dice_s4,10,4,oracle_sever,0,02,3582.425,9289,0.85197,35769
A_dice,A_dice_s4,10,4,oracle_all,0,02,9161.659,9289,0.87069,36922
A_dice,A_dice_s4,10,4,raw,0,03,1318.276,9221,0.80171,30307
A_dice,A_dice_s4,10,4,closing,6,03,3839.768,9221,0.75575,38866
A_dice,A_dice_s4,10,4,closing_fair,1,03,1332.674,9221,0.80297,30569
A_dice,A_dice_s4,10,4,oracle_sever,0,03,1728.552,9221,0.80923,30706
A_dice,A_dice_s4,10,4,oracle_all,0,03,9221.0,9221,0.84447,32646
A_dice,A_dice_s4,10,4,raw,0,04,2956.833,8926,0.83088,28930
A_dice,A_dice_s4,10,4,closing,6,04,3799.051,8926,0.76978,35940
A_dice,A_dice_s4,10,4,closing_fair,1,04,2961.427,8926,0.83015,29062
A_dice,A_dice_s4,10,4,oracle_sever,0,04,3736.391,8926,0.83583,29182
A_dice,A_dice_s4,10,4,oracle_all,0,04,8926.0,8926,0.87517,31264
A_dice,A_dice_s4,10,4,raw,0,05,3049.78,9586,0.81371,27897
A_dice,A_dice_s4,10,4,closing,6,05,3517.651,9586,0.75507,35243
A_dice,A_dice_s4,10,4,closing_fair,1,05,3130.152,9586,0.8132,28133
A_dice,A_dice_s4,10,4,oracle_sever,0,05,3352.591,9586,0.81755,28088
A_dice,A_dice_s4,10,4,oracle_all,0,05,9582.001,9586,0.86523,30567
A_dice,A_dice_s4,10,4,raw,0,06,2929.347,9989,0.80206,27810
A_dice,A_dice_s4,10,4,closing,6,06,3535.803,9989,0.7383,37130
A_dice,A_dice_s4,10,4,closing_fair,1,06,2959.727,9989,0.80212,27972
A_dice,A_dice_s4,10,4,oracle_sever,0,06,3806.625,9989,0.81181,28302
A_dice,A_dice_s4,10,4,oracle_all,0,06,9254.356,9989,0.85969,30839
A_dice,A_dice_s4,10,4,raw,0,07,2871.657,8968,0.81599,27618
A_dice,A_dice_s4,10,4,closing,6,07,3847.035,8968,0.75811,34926
A_dice,A_dice_s4,10,4,closing_fair,1,07,3009.494,8968,0.81602,27768
A_dice,A_dice_s4,10,4,oracle_sever,0,07,3682.771,8968,0.82264,27944
A_dice,A_dice_s4,10,4,oracle_all,0,07,8900.258,8968,0.86163,29934
A_dice,A_dice_s4,10,4,raw,0,08,1020.521,8585,0.79632,25833
A_dice,A_dice_s4,10,4,closing,6,08,2708.256,8585,0.74504,32778
A_dice,A_dice_s4,10,4,closing_fair,1,08,1094.904,8585,0.7965,26024
A_dice,A_dice_s4,10,4,oracle_sever,0,08,1418.718,8585,0.81328,26608
A_dice,A_dice_s4,10,4,oracle_all,0,08,8119.764,8585,0.84514,28125
A_dice,A_dice_s4,10,4,raw,0,09,1164.933,8726,0.80487,24614
A_dice,A_dice_s4,10,4,closing,6,09,3048.578,8726,0.74759,31296
A_dice,A_dice_s4,10,4,closing_fair,1,09,1262.629,8726,0.80501,24791
A_dice,A_dice_s4,10,4,oracle_sever,0,09,1521.226,8726,0.8108,24870
A_dice,A_dice_s4,10,4,oracle_all,0,09,8480.974,8726,0.85255,26748
A_dice,A_dice_s4,10,4,raw,0,10,2925.723,9137,0.80626,28233
A_dice,A_dice_s4,10,4,closing,6,10,3829.303,9137,0.71216,37922
A_dice,A_dice_s4,10,4,closing_fair,1,10,3019.14,9137,0.80526,28446
A_dice,A_dice_s4,10,4,oracle_sever,0,10,3390.222,9137,0.81463,28624
A_dice,A_dice_s4,10,4,oracle_all,0,10,8792.259,9137,0.85095,30387
A_dice,A_dice_s4,10,4,raw,0,11,3243.279,10456,0.81079,30891
A_dice,A_dice_s4,10,4,closing,6,11,4399.081,10456,0.72949,40143
A_dice,A_dice_s4,10,4,closing_fair,1,11,3567.481,10456,0.80851,31212
A_dice,A_dice_s4,10,4,oracle_sever,0,11,3519.197,10456,0.81389,31049
A_dice,A_dice_s4,10,4,oracle_all,0,11,10173.384,10456,0.85925,33458
A_dice,A_dice_s4,10,4,raw,0,12,1382.642,8712,0.82433,29014
A_dice,A_dice_s4,10,4,closing,6,12,2344.113,8712,0.73364,39415
A_dice,A_dice_s4,10,4,closing_fair,1,12,1423.761,8712,0.82345,29250
A_dice,A_dice_s4,10,4,oracle_sever,0,12,1513.91,8712,0.82864,29226
A_dice,A_dice_s4,10,4,oracle_all,0,12,8712.0,8712,0.85349,30477
A_dice,A_dice_s4,10,4,raw,0,13,1913.26,10186,0.81998,31457
A_dice,A_dice_s4,10,4,closing,6,13,4825.938,10186,0.74561,40468
A_dice,A_dice_s4,10,4,closing_fair,1,13,3615.863,10186,0.81879,31706
A_dice,A_dice_s4,10,4,oracle_sever,0,13,2045.806,10186,0.82178,31554
A_dice,A_dice_s4,10,4,oracle_all,0,13,9934.041,10186,0.86182,33799
A_dice,A_dice_s4,10,4,raw,0,14,4363.027,8358,0.82228,29958
A_dice,A_dice_s4,10,4,closing,6,14,5354.435,8358,0.73258,38774
A_dice,A_dice_s4,10,4,closing_fair,1,14,4525.887,8358,0.8211,30149
A_dice,A_dice_s4,10,4,oracle_sever,0,14,4661.564,8358,0.82461,30070
A_dice,A_dice_s4,10,4,oracle_all,0,14,8358.0,8358,0.84474,31059
A_dice,A_dice_s4,10,4,raw,0,15,3688.825,7651,0.79788,27925
A_dice,A_dice_s4,10,4,closing,6,15,4083.395,7651,0.67897,39255
A_dice,A_dice_s4,10,4,closing_fair,1,15,3711.135,7651,0.79635,28127
A_dice,A_dice_s4,10,4,oracle_sever,0,15,3850.513,7651,0.79972,28004
A_dice,A_dice_s4,10,4,oracle_all,0,15,7617.076,7651,0.81845,28822
A_dice,A_dice_s4,10,4,raw,0,16,4589.313,8812,0.83904,31136
A_dice,A_dice_s4,10,4,closing,6,16,5243.327,8812,0.75889,39529
A_dice,A_dice_s4,10,4,closing_fair,1,16,4622.551,8812,0.83782,31351
A_dice,A_dice_s4,10,4,oracle_sever,0,16,4714.665,8812,0.84084,31231
A_dice,A_dice_s4,10,4,oracle_all,0,16,8665.243,8812,0.86148,32337
A_dice,A_dice_s4,10,4,raw,0,17,2345.29,7984,0.81694,27721
A_dice,A_dice_s4,10,4,closing,6,17,3509.853,7984,0.74904,35306
A_dice,A_dice_s4,10,4,closing_fair,1,17,2569.051,7984,0.81658,27934
A_dice,A_dice_s4,10,4,oracle_sever,0,17,2733.011,7984,0.82184,27952
A_dice,A_dice_s4,10,4,oracle_all,0,17,7984.0,7984,0.85017,29327
A_dice,A_dice_s4,10,4,raw,0,18,3735.278,7659,0.8167,30533
A_dice,A_dice_s4,10,4,closing,6,18,4223.862,7659,0.7421,37761
A_dice,A_dice_s4,10,4,closing_fair,1,18,3933.597,7659,0.81406,30852
A_dice,A_dice_s4,10,4,oracle_sever,0,18,3973.141,7659,0.81903,30645
A_dice,A_dice_s4,10,4,oracle_all,0,18,7547.708,7659,0.83691,31518
A_dice,A_dice_s4,10,4,raw,0,19,5267.673,8476,0.8467,32715
A_dice,A_dice_s4,10,4,closing,6,19,5911.607,8476,0.73866,42434
A_dice,A_dice_s4,10,4,closing_fair,1,19,5283.447,8476,0.84408,32934
A_dice,A_dice_s4,10,4,oracle_sever,0,19,5865.516,8476,0.84953,32863
A_dice,A_dice_s4,10,4,oracle_all,0,19,8233.349,8476,0.86181,33513
A_dice,A_dice_s4,10,4,raw,0,20,1183.818,7373,0.81021,29067
A_dice,A_dice_s4,10,4,closing,6,20,2161.881,7373,0.71748,38073
A_dice,A_dice_s4,10,4,closing_fair,1,20,1243.367,7373,0.80844,29357
A_dice,A_dice_s4,10,4,oracle_sever,0,20,1303.937,7373,0.81217,29155
A_dice,A_dice_s4,10,4,oracle_all,0,20,7299.352,7373,0.82855,29902
A_dice,A_dice_s5,10,5,raw,0,01,4872.53,9312,0.82044,35311
A_dice,A_dice_s5,10,5,closing,6,01,6012.729,9312,0.7136,47768
A_dice,A_dice_s5,10,5,closing_fair,1,01,4900.898,9312,0.81776,35704
A_dice,A_dice_s5,10,5,oracle_sever,0,01,5260.243,9312,0.82278,35440
A_dice,A_dice_s5,10,5,oracle_all,0,01,8944.818,9312,0.83758,36266
A_dice,A_dice_s5,10,5,raw,0,02,5178.95,9289,0.84754,36604
A_dice,A_dice_s5,10,5,closing,6,02,6167.441,9289,0.75156,48332
A_dice,A_dice_s5,10,5,closing_fair,1,02,5292.969,9289,0.84567,36914
A_dice,A_dice_s5,10,5,oracle_sever,0,02,5550.997,9289,0.84944,36720
A_dice,A_dice_s5,10,5,oracle_all,0,02,9161.659,9289,0.86581,37738
A_dice,A_dice_s5,10,5,raw,0,03,1243.256,9221,0.80057,31876
A_dice,A_dice_s5,10,5,closing,6,03,4290.581,9221,0.74553,41561
A_dice,A_dice_s5,10,5,closing_fair,1,03,1403.162,9221,0.8013,32181
A_dice,A_dice_s5,10,5,oracle_sever,0,03,1511.156,9221,0.80705,32228
A_dice,A_dice_s5,10,5,oracle_all,0,03,9221.0,9221,0.83608,33852
A_dice,A_dice_s5,10,5,raw,0,04,3677.911,8926,0.82782,30292
A_dice,A_dice_s5,10,5,closing,6,04,4435.336,8926,0.75975,38287
A_dice,A_dice_s5,10,5,closing_fair,1,04,3722.922,8926,0.82745,30462
A_dice,A_dice_s5,10,5,oracle_sever,0,04,4288.288,8926,0.83485,30658
A_dice,A_dice_s5,10,5,oracle_all,0,04,8926.0,8926,0.86582,32324
A_dice,A_dice_s5,10,5,raw,0,05,3425.381,9586,0.81569,28809
A_dice,A_dice_s5,10,5,closing,6,05,3900.08,9586,0.75052,36926
A_dice,A_dice_s5,10,5,closing_fair,1,05,3474.565,9586,0.81515,29074
A_dice,A_dice_s5,10,5,oracle_sever,0,05,3880.9,9586,0.82206,29132
A_dice,A_dice_s5,10,5,oracle_all,0,05,9582.001,9586,0.86324,31307
A_dice,A_dice_s5,10,5,raw,0,06,3075.509,9989,0.8061,29020
A_dice,A_dice_s5,10,5,closing,6,06,3969.767,9989,0.73168,39598
A_dice,A_dice_s5,10,5,closing_fair,1,06,3126.778,9989,0.80612,29215
A_dice,A_dice_s5,10,5,oracle_sever,0,06,3962.799,9989,0.81517,29488
A_dice,A_dice_s5,10,5,oracle_all,0,06,9254.356,9989,0.8573,31759
A_dice,A_dice_s5,10,5,raw,0,07,3267.299,8968,0.8114,29382
A_dice,A_dice_s5,10,5,closing,6,07,4155.871,8968,0.74386,37772
A_dice,A_dice_s5,10,5,closing_fair,1,07,3381.307,8968,0.81077,29623
A_dice,A_dice_s5,10,5,oracle_sever,0,07,3670.513,8968,0.81831,29730
A_dice,A_dice_s5,10,5,oracle_all,0,07,8900.258,8968,0.85026,31394
A_dice,A_dice_s5,10,5,raw,0,08,1145.762,8585,0.80496,27363
A_dice,A_dice_s5,10,5,closing,6,08,3108.613,8585,0.74577,34971
A_dice,A_dice_s5,10,5,closing_fair,1,08,1276.675,8585,0.8049,27583
A_dice,A_dice_s5,10,5,oracle_sever,0,08,1424.228,8585,0.81711,27936
A_dice,A_dice_s5,10,5,oracle_all,0,08,8119.764,8585,0.84466,29279
A_dice,A_dice_s5,10,5,raw,0,09,1534.178,8726,0.81139,25754
A_dice,A_dice_s5,10,5,closing,6,09,3707.366,8726,0.75023,32929
A_dice,A_dice_s5,10,5,closing_fair,1,09,3138.33,8726,0.81129,25923
A_dice,A_dice_s5,10,5,oracle_sever,0,09,1857.247,8726,0.81759,26029
A_dice,A_dice_s5,10,5,oracle_all,0,09,8480.974,8726,0.8513,27578
A_dice,A_dice_s5,10,5,raw,0,10,3228.112,9137,0.81058,28964
A_dice,A_dice_s5,10,5,closing,6,10,4174.892,9137,0.70787,39729
A_dice,A_dice_s5,10,5,closing_fair,1,10,3269.961,9137,0.80981,29171
A_dice,A_dice_s5,10,5,oracle_sever,0,10,4012.861,9137,0.8215,29484
A_dice,A_dice_s5,10,5,oracle_all,0,10,8792.259,9137,0.84826,30800
A_dice,A_dice_s5,10,5,raw,0,11,4226.796,10456,0.80663,32197
A_dice,A_dice_s5,10,5,closing,6,11,4808.211,10456,0.72043,42074
A_dice,A_dice_s5,10,5,closing_fair,1,11,4281.623,10456,0.80442,32493
A_dice,A_dice_s5,10,5,oracle_sever,0,11,4935.895,10456,0.81437,32600
A_dice,A_dice_s5,10,5,oracle_all,0,11,10173.384,10456,0.8483,34431
A_dice,A_dice_s5,10,5,raw,0,12,1843.859,8712,0.82604,30180
A_dice,A_dice_s5,10,5,closing,6,12,2671.431,8712,0.72439,41547
A_dice,A_dice_s5,10,5,closing_fair,1,12,2011.755,8712,0.82534,30397
A_dice,A_dice_s5,10,5,oracle_sever,0,12,1949.623,8712,0.82928,30342
A_dice,A_dice_s5,10,5,oracle_all,0,12,8712.0,8712,0.85028,31417
A_dice,A_dice_s5,10,5,raw,0,13,2240.198,10186,0.82138,32464
A_dice,A_dice_s5,10,5,closing,6,13,5256.38,10186,0.74033,42432
A_dice,A_dice_s5,10,5,closing_fair,1,13,4364.202,10186,0.82057,32674
A_dice,A_dice_s5,10,5,oracle_sever,0,13,2679.719,10186,0.82824,32843
A_dice,A_dice_s5,10,5,oracle_all,0,13,9934.041,10186,0.85698,34480
A_dice,A_dice_s5,10,5,raw,0,14,4173.238,8358,0.81668,30905
A_dice,A_dice_s5,10,5,closing,6,14,5662.684,8358,0.72247,40440
A_dice,A_dice_s5,10,5,closing_fair,1,14,4280.783,8358,0.81493,31117
A_dice,A_dice_s5,10,5,oracle_sever,0,14,4727.999,8358,0.82055,31094
A_dice,A_dice_s5,10,5,oracle_all,0,14,8358.0,8358,0.83551,31836
A_dice,A_dice_s5,10,5,raw,0,15,4404.675,7651,0.80299,28491
A_dice,A_dice_s5,10,5,closing,6,15,4644.428,7651,0.68729,39224
A_dice,A_dice_s5,10,5,closing_fair,1,15,4439.732,7651,0.80115,28681
A_dice,A_dice_s5,10,5,oracle_sever,0,15,4610.545,7651,0.80561,28605
A_dice,A_dice_s5,10,5,oracle_all,0,15,7617.076,7651,0.8223,29345
A_dice,A_dice_s5,10,5,raw,0,16,4918.211,8812,0.84055,32166
A_dice,A_dice_s5,10,5,closing,6,16,5529.034,8812,0.75624,40948
A_dice,A_dice_s5,10,5,closing_fair,1,16,4996.151,8812,0.83907,32378
A_dice,A_dice_s5,10,5,oracle_sever,0,16,4994.348,8812,0.84149,32216
A_dice,A_dice_s5,10,5,oracle_all,0,16,8665.243,8812,0.85973,33208
A_dice,A_dice_s5,10,5,raw,0,17,1582.103,7984,0.82655,28861
A_dice,A_dice_s5,10,5,closing,6,17,3903.524,7984,0.74817,37497
A_dice,A_dice_s5,10,5,closing_fair,1,17,1609.465,7984,0.82636,29043
A_dice,A_dice_s5,10,5,oracle_sever,0,17,1852.455,7984,0.83012,29034
A_dice,A_dice_s5,10,5,oracle_all,0,17,7984.0,7984,0.8534,30189
A_dice,A_dice_s5,10,5,raw,0,18,4282.033,7659,0.81556,31973
A_dice,A_dice_s5,10,5,closing,6,18,4784.356,7659,0.73377,39800
A_dice,A_dice_s5,10,5,closing_fair,1,18,4304.51,7659,0.81223,32315
A_dice,A_dice_s5,10,5,oracle_sever,0,18,4458.639,7659,0.81731,32059
A_dice,A_dice_s5,10,5,oracle_all,0,18,7547.708,7659,0.83186,32784
A_dice,A_dice_s5,10,5,raw,0,19,5621.019,8476,0.84427,33463
A_dice,A_dice_s5,10,5,closing,6,19,6183.294,8476,0.72763,44199
A_dice,A_dice_s5,10,5,closing_fair,1,19,5753.264,8476,0.84125,33741
A_dice,A_dice_s5,10,5,oracle_sever,0,19,6014.737,8476,0.84623,33566
A_dice,A_dice_s5,10,5,oracle_all,0,19,8233.349,8476,0.85592,34082
A_dice,A_dice_s5,10,5,raw,0,20,1291.575,7373,0.8042,30647
A_dice,A_dice_s5,10,5,closing,6,20,2279.958,7373,0.69474,41253
A_dice,A_dice_s5,10,5,closing_fair,1,20,1294.425,7373,0.80186,30964
A_dice,A_dice_s5,10,5,oracle_sever,0,20,1394.434,7373,0.80574,30718
A_dice,A_dice_s5,10,5,oracle_all,0,20,7299.352,7373,0.81795,31286
H_aug,H_aug_s0,30,0,raw,0,01,5083.956,9312,0.82431,35084
H_aug,H_aug_s0,30,0,closing,6,01,6067.599,9312,0.71399,47816
H_aug,H_aug_s0,30,0,closing_fair,1,01,5585.248,9312,0.82183,35469
H_aug,H_aug_s0,30,0,oracle_sever,0,01,5342.212,9312,0.82622,35189
H_aug,H_aug_s0,30,0,oracle_all,0,01,8944.818,9312,0.84181,36059
H_aug,H_aug_s0,30,0,raw,0,02,5036.558,9289,0.85203,35456
H_aug,H_aug_s0,30,0,closing,6,02,6121.629,9289,0.75757,47013
H_aug,H_aug_s0,30,0,closing_fair,1,02,5329.556,9289,0.85106,35796
H_aug,H_aug_s0,30,0,oracle_sever,0,02,5406.343,9289,0.85336,35536
H_aug,H_aug_s0,30,0,oracle_all,0,02,9161.659,9289,0.87167,36661
H_aug,H_aug_s0,30,0,raw,0,03,730.29,9221,0.80258,30458
H_aug,H_aug_s0,30,0,closing,6,03,2051.456,9221,0.75296,39557
H_aug,H_aug_s0,30,0,closing_fair,1,03,796.074,9221,0.8046,30771
H_aug,H_aug_s0,30,0,oracle_sever,0,03,1649.475,9221,0.81106,30910
H_aug,H_aug_s0,30,0,oracle_all,0,03,9221.0,9221,0.84479,32773
H_aug,H_aug_s0,30,0,raw,0,04,3126.406,8926,0.82927,29735
H_aug,H_aug_s0,30,0,closing,6,04,4186.074,8926,0.7608,37682
H_aug,H_aug_s0,30,0,closing_fair,1,04,3135.667,8926,0.82893,29892
H_aug,H_aug_s0,30,0,oracle_sever,0,04,3777.795,8926,0.83201,29876
H_aug,H_aug_s0,30,0,oracle_all,0,04,8926.0,8926,0.87009,31906
H_aug,H_aug_s0,30,0,raw,0,05,2739.033,9586,0.81387,28171
H_aug,H_aug_s0,30,0,closing,6,05,3515.85,9586,0.75048,36119
H_aug,H_aug_s0,30,0,closing_fair,1,05,3002.023,9586,0.81362,28425
H_aug,H_aug_s0,30,0,oracle_sever,0,05,3124.499,9586,0.81968,28462
H_aug,H_aug_s0,30,0,oracle_all,0,05,9582.001,9586,0.86477,30820
H_aug,H_aug_s0,30,0,raw,0,06,2671.422,9989,0.80871,28175
H_aug,H_aug_s0,30,0,closing,6,06,3538.491,9989,0.73972,37664
H_aug,H_aug_s0,30,0,closing_fair,1,06,2736.765,9989,0.80854,28383
H_aug,H_aug_s0,30,0,oracle_sever,0,06,3145.1,9989,0.81447,28468
H_aug,H_aug_s0,30,0,oracle_all,0,06,9254.356,9989,0.86446,31135
H_aug,H_aug_s0,30,0,raw,0,07,3333.969,8968,0.82562,27933
H_aug,H_aug_s0,30,0,closing,6,07,4371.078,8968,0.76315,35560
H_aug,H_aug_s0,30,0,closing_fair,1,07,3564.531,8968,0.82525,28131
H_aug,H_aug_s0,30,0,oracle_sever,0,07,3867.572,8968,0.83255,28278
H_aug,H_aug_s0,30,0,oracle_all,0,07,8900.258,8968,0.86778,30096
H_aug,H_aug_s0,30,0,raw,0,08,895.523,8585,0.80041,25728
H_aug,H_aug_s0,30,0,closing,6,08,2764.167,8585,0.74405,32954
H_aug,H_aug_s0,30,0,closing_fair,1,08,1103.112,8585,0.80071,25953
H_aug,H_aug_s0,30,0,oracle_sever,0,08,1149.679,8585,0.81489,26389
H_aug,H_aug_s0,30,0,oracle_all,0,08,8119.764,8585,0.84822,27974
H_aug,H_aug_s0,30,0,raw,0,09,1721.333,8726,0.818,25885
H_aug,H_aug_s0,30,0,closing,6,09,3806.868,8726,0.74832,33335
H_aug,H_aug_s0,30,0,closing_fair,1,09,3463.951,8726,0.8175,26086
H_aug,H_aug_s0,30,0,oracle_sever,0,09,1924.063,8726,0.82434,26169
H_aug,H_aug_s0,30,0,oracle_all,0,09,8480.974,8726,0.8572,27690
H_aug,H_aug_s0,30,0,raw,0,10,3165.068,9137,0.81114,27737
H_aug,H_aug_s0,30,0,closing,6,10,3939.717,9137,0.7151,37769
H_aug,H_aug_s0,30,0,closing_fair,1,10,3216.991,9137,0.8106,27991
H_aug,H_aug_s0,30,0,oracle_sever,0,10,3504.73,9137,0.81857,28082
H_aug,H_aug_s0,30,0,oracle_all,0,10,8792.259,9137,0.85627,29903
H_aug,H_aug_s0,30,0,raw,0,11,3617.246,10456,0.80795,31329
H_aug,H_aug_s0,30,0,closing,6,11,4504.922,10456,0.72401,41131
H_aug,H_aug_s0,30,0,closing_fair,1,11,3989.606,10456,0.80669,31657
H_aug,H_aug_s0,30,0,oracle_sever,0,11,4104.939,10456,0.8136,31619
H_aug,H_aug_s0,30,0,oracle_all,0,11,10173.384,10456,0.85345,33745
H_aug,H_aug_s0,30,0,raw,0,12,1973.983,8712,0.82643,29497
H_aug,H_aug_s0,30,0,closing,6,12,2361.253,8712,0.727,40399
H_aug,H_aug_s0,30,0,closing_fair,1,12,2102.493,8712,0.82639,29720
H_aug,H_aug_s0,30,0,oracle_sever,0,12,2209.736,8712,0.82893,29621
H_aug,H_aug_s0,30,0,oracle_all,0,12,8712.0,8712,0.85427,30906
H_aug,H_aug_s0,30,0,raw,0,13,2063.116,10186,0.82433,32072
