run,config,seed,epoch,image,dice,cldice,betti0_err,erl,skel_px
A_dice_clw_s0,A_dice_clw,0,100,03,0.78611,0.7678,121.0,555.463,9221
A_dice_clw_s0,A_dice_clw,0,100,04,0.82289,0.79272,84.0,2507.502,8926
A_dice_clw_s0,A_dice_clw,0,100,05,0.79833,0.77524,95.0,1026.292,9586
A_dice_clw_s0,A_dice_clw,0,100,06,0.7916,0.76573,111.0,1307.9,9989
A_dice_clw_s0,A_dice_clw,0,100,07,0.80242,0.78595,111.0,2553.019,8968
A_dice_clw_s0,A_dice_clw,0,100,08,0.78157,0.76866,107.0,430.102,8585
A_dice_clw_s0,A_dice_clw,0,100,09,0.7833,0.77924,92.0,855.073,8726
A_dice_clw_s0,A_dice_clw,0,100,10,0.80284,0.78165,80.0,2369.129,9137
A_dice_clw_s0,A_dice_clw,0,100,11,0.80255,0.77569,83.0,2836.856,10456
A_dice_clw_s0,A_dice_clw,0,100,12,0.81611,0.83434,82.0,1298.737,8712
A_dice_clw_s0,A_dice_clw,0,100,13,0.80935,0.79211,106.0,1522.006,10186
A_dice_clw_s0,A_dice_clw,0,100,14,0.81247,0.81801,110.0,3630.684,8358
A_dice_clw_s0,A_dice_clw,0,100,15,0.78678,0.80808,138.0,3343.717,7651
A_dice_clw_s0,A_dice_clw,0,100,16,0.83211,0.86607,85.0,3786.87,8812
A_dice_clw_s0,A_dice_clw,0,100,17,0.80445,0.82134,97.0,2172.535,7984
A_dice_clw_s0,A_dice_clw,0,100,18,0.81809,0.8632,71.0,1626.416,7659
A_dice_clw_s0,A_dice_clw,0,100,19,0.84655,0.87077,114.0,5222.807,8476
A_dice_clw_s0,A_dice_clw,0,100,20,0.80394,0.83521,114.0,1054.101,7373
A_dice_clw_s1,A_dice_clw,1,10,01,0.83078,0.86492,71.0,4054.964,9312
A_dice_clw_s1,A_dice_clw,1,10,02,0.84268,0.85241,109.0,1896.025,9289
A_dice_clw_s1,A_dice_clw,1,10,03,0.78142,0.78089,96.0,1009.957,9221
A_dice_clw_s1,A_dice_clw,1,10,04,0.81589,0.79621,77.0,1940.501,8926
A_dice_clw_s1,A_dice_clw,1,10,05,0.79298,0.78098,84.0,2164.569,9586
A_dice_clw_s1,A_dice_clw,1,10,06,0.78726,0.77727,98.0,2445.997,9989
A_dice_clw_s1,A_dice_clw,1,10,07,0.79563,0.79763,90.0,2164.881,8968
A_dice_clw_s1,A_dice_clw,1,10,08,0.77581,0.77549,103.0,439.385,8585
A_dice_clw_s1,A_dice_clw,1,10,09,0.7933,0.80787,65.0,2115.864,8726
A_dice_clw_s1,A_dice_clw,1,10,10,0.79788,0.78616,90.0,2328.026,9137
A_dice_clw_s1,A_dice_clw,1,10,11,0.80637,0.78595,104.0,2915.964,10456
A_dice_clw_s1,A_dice_clw,1,10,12,0.81498,0.83876,96.0,1245.576,8712
A_dice_clw_s1,A_dice_clw,1,10,13,0.80426,0.79847,120.0,1301.106,10186
A_dice_clw_s1,A_dice_clw,1,10,14,0.81988,0.83376,104.0,3300.488,8358
A_dice_clw_s1,A_dice_clw,1,10,15,0.80052,0.82668,113.0,3188.352,7651
A_dice_clw_s1,A_dice_clw,1,10,16,0.84091,0.87214,101.0,3992.575,8812
A_dice_clw_s1,A_dice_clw,1,10,17,0.81768,0.83863,97.0,1005.495,7984
A_dice_clw_s1,A_dice_clw,1,10,18,0.83102,0.87126,101.0,1907.276,7659
A_dice_clw_s1,A_dice_clw,1,10,19,0.86997,0.88267,99.0,4823.253,8476
A_dice_clw_s1,A_dice_clw,1,10,20,0.81679,0.84468,100.0,944.728,7373
A_dice_clw_s1,A_dice_clw,1,20,01,0.82003,0.86582,59.0,5180.408,9312
A_dice_clw_s1,A_dice_clw,1,20,02,0.84568,0.85301,82.0,5109.081,9289
A_dice_clw_s1,A_dice_clw,1,20,03,0.80204,0.79067,88.0,1467.364,9221
A_dice_clw_s1,A_dice_clw,1,20,04,0.82984,0.80954,63.0,3341.183,8926
A_dice_clw_s1,A_dice_clw,1,20,05,0.81073,0.78861,66.0,3134.658,9586
A_dice_clw_s1,A_dice_clw,1,20,06,0.80594,0.78963,88.0,3074.059,9989
A_dice_clw_s1,A_dice_clw,1,20,07,0.81089,0.80388,91.0,3258.474,8968
A_dice_clw_s1,A_dice_clw,1,20,08,0.79798,0.78901,80.0,765.323,8585
A_dice_clw_s1,A_dice_clw,1,20,09,0.80283,0.80708,84.0,1761.481,8726
A_dice_clw_s1,A_dice_clw,1,20,10,0.80372,0.78983,85.0,2936.457,9137
A_dice_clw_s1,A_dice_clw,1,20,11,0.80639,0.79252,86.0,4255.38,10456
A_dice_clw_s1,A_dice_clw,1,20,12,0.823,0.84929,72.0,2130.527,8712
A_dice_clw_s1,A_dice_clw,1,20,13,0.81564,0.80517,106.0,1964.345,10186
A_dice_clw_s1,A_dice_clw,1,20,14,0.80994,0.82444,90.0,4265.045,8358
A_dice_clw_s1,A_dice_clw,1,20,15,0.78304,0.82299,92.0,3855.856,7651
A_dice_clw_s1,A_dice_clw,1,20,16,0.83836,0.87496,94.0,4885.573,8812
A_dice_clw_s1,A_dice_clw,1,20,17,0.82257,0.85178,87.0,1727.395,7984
A_dice_clw_s1,A_dice_clw,1,20,18,0.81801,0.87716,76.0,4082.424,7659
A_dice_clw_s1,A_dice_clw,1,20,19,0.84576,0.87991,65.0,5134.379,8476
A_dice_clw_s1,A_dice_clw,1,20,20,0.80526,0.84901,91.0,1626.843,7373
A_dice_clw_s1,A_dice_clw,1,30,01,0.82486,0.86522,60.0,4791.585,9312
A_dice_clw_s1,A_dice_clw,1,30,02,0.84808,0.85522,103.0,3010.631,9289
A_dice_clw_s1,A_dice_clw,1,30,03,0.78357,0.77375,110.0,922.003,9221
A_dice_clw_s1,A_dice_clw,1,30,04,0.82604,0.79873,70.0,2597.332,8926
A_dice_clw_s1,A_dice_clw,1,30,05,0.80376,0.78379,87.0,2925.998,9586
A_dice_clw_s1,A_dice_clw,1,30,06,0.79654,0.77578,92.0,2606.588,9989
A_dice_clw_s1,A_dice_clw,1,30,07,0.80492,0.79632,110.0,2980.691,8968
A_dice_clw_s1,A_dice_clw,1,30,08,0.78863,0.77858,106.0,693.294,8585
A_dice_clw_s1,A_dice_clw,1,30,09,0.78916,0.7952,104.0,1199.667,8726
A_dice_clw_s1,A_dice_clw,1,30,10,0.8019,0.78394,75.0,2724.341,9137
A_dice_clw_s1,A_dice_clw,1,30,11,0.80527,0.78332,96.0,2945.646,10456
