dataset,width,run,seed,image,source,along,across,erl,dice,fg
HRF,4.0,K_focal_aug_s0,0,12_g,oracle,1.5,0.5,0.23207,0.54638,399697
HRF,4.0,K_focal_aug_s0,0,12_g,oracle,1.5,1.0,0.23871,0.4449,537364
HRF,4.0,K_focal_aug_s0,0,12_g,oracle,2.0,0.0,0.15714,0.62126,326160
HRF,4.0,K_focal_aug_s0,0,12_g,oracle,2.0,0.25,0.2335,0.57923,368535
HRF,4.0,K_focal_aug_s0,0,12_g,oracle,2.0,0.5,0.24468,0.52279,431360
HRF,4.0,K_focal_aug_s0,0,12_g,oracle,2.0,1.0,0.26784,0.43499,560332
HRF,4.0,K_focal_aug_s0,0,12_h,raw,0.0,0.0,0.06229,0.82368,225784
HRF,4.0,K_focal_aug_s0,0,12_h,isotropic,0.25,0.25,0.12277,0.76805,299448
HRF,4.0,K_focal_aug_s0,0,12_h,isotropic,0.5,0.5,0.23238,0.69298,369245
HRF,4.0,K_focal_aug_s0,0,12_h,isotropic,0.75,0.75,0.30765,0.61744,448176
HRF,4.0,K_focal_aug_s0,0,12_h,isotropic,1.0,1.0,0.3189,0.56382,515907
HRF,4.0,K_focal_aug_s0,0,12_h,isotropic,1.5,1.5,0.39682,0.4723,667326
HRF,4.0,K_focal_aug_s0,0,12_h,oracle,0.0,0.25,0.06229,0.82368,225784
HRF,4.0,K_focal_aug_s0,0,12_h,oracle,0.0,0.5,0.09004,0.76949,288574
HRF,4.0,K_focal_aug_s0,0,12_h,oracle,0.0,1.0,0.27838,0.63564,421236
HRF,4.0,K_focal_aug_s0,0,12_h,oracle,0.5,0.0,0.07068,0.81283,244880
HRF,4.0,K_focal_aug_s0,0,12_h,oracle,0.5,0.25,0.12301,0.76723,300857
HRF,4.0,K_focal_aug_s0,0,12_h,oracle,0.5,0.5,0.22953,0.69762,364713
HRF,4.0,K_focal_aug_s0,0,12_h,oracle,0.5,1.0,0.30466,0.59448,472474
HRF,4.0,K_focal_aug_s0,0,12_h,oracle,1.0,0.0,0.1079,0.78317,284238
HRF,4.0,K_focal_aug_s0,0,12_h,oracle,1.0,0.25,0.172,0.74663,323298
HRF,4.0,K_focal_aug_s0,0,12_h,oracle,1.0,0.5,0.30651,0.6781,386975
HRF,4.0,K_focal_aug_s0,0,12_h,oracle,1.0,1.0,0.31479,0.56528,513889
HRF,4.0,K_focal_aug_s0,0,12_h,oracle,1.5,0.0,0.11985,0.77001,301494
HRF,4.0,K_focal_aug_s0,0,12_h,oracle,1.5,0.25,0.22925,0.71706,352033
HRF,4.0,K_focal_aug_s0,0,12_h,oracle,1.5,0.5,0.31813,0.65727,411059
HRF,4.0,K_focal_aug_s0,0,12_h,oracle,1.5,1.0,0.32865,0.55105,537295
HRF,4.0,K_focal_aug_s0,0,12_h,oracle,2.0,0.0,0.16146,0.72979,339929
HRF,4.0,K_focal_aug_s0,0,12_h,oracle,2.0,0.25,0.289,0.68167,387495
HRF,4.0,K_focal_aug_s0,0,12_h,oracle,2.0,0.5,0.33006,0.62695,445655
HRF,4.0,K_focal_aug_s0,0,12_h,oracle,2.0,1.0,0.42311,0.53505,564156
HRF,4.0,K_focal_aug_s0,0,13_dr,raw,0.0,0.0,0.01062,0.66967,169951
HRF,4.0,K_focal_aug_s0,0,13_dr,isotropic,0.25,0.25,0.03398,0.6149,233532
HRF,4.0,K_focal_aug_s0,0,13_dr,isotropic,0.5,0.5,0.12962,0.5484,294067
HRF,4.0,K_focal_aug_s0,0,13_dr,isotropic,0.75,0.75,0.19652,0.48341,363857
HRF,4.0,K_focal_aug_s0,0,13_dr,isotropic,1.0,1.0,0.21021,0.43802,424679
HRF,4.0,K_focal_aug_s0,0,13_dr,isotropic,1.5,1.5,0.24849,0.36163,563374
HRF,4.0,K_focal_aug_s0,0,13_dr,oracle,0.0,0.25,0.01062,0.66967,169951
HRF,4.0,K_focal_aug_s0,0,13_dr,oracle,0.0,0.5,0.01668,0.6138,224250
HRF,4.0,K_focal_aug_s0,0,13_dr,oracle,0.0,1.0,0.1355,0.49474,339375
HRF,4.0,K_focal_aug_s0,0,13_dr,oracle,0.5,0.0,0.01293,0.65973,185856
HRF,4.0,K_focal_aug_s0,0,13_dr,oracle,0.5,0.25,0.03482,0.61512,234644
HRF,4.0,K_focal_aug_s0,0,13_dr,oracle,0.5,0.5,0.10475,0.55298,289689
HRF,4.0,K_focal_aug_s0,0,13_dr,oracle,0.5,1.0,0.16184,0.46132,385451
HRF,4.0,K_focal_aug_s0,0,13_dr,oracle,1.0,0.0,0.02355,0.63621,219306
HRF,4.0,K_focal_aug_s0,0,13_dr,oracle,1.0,0.25,0.04136,0.60283,253293
HRF,4.0,K_focal_aug_s0,0,13_dr,oracle,1.0,0.5,0.19287,0.53902,309387
HRF,4.0,K_focal_aug_s0,0,13_dr,oracle,1.0,1.0,0.21005,0.43944,422540
HRF,4.0,K_focal_aug_s0,0,13_dr,oracle,1.5,0.0,0.0369,0.628,234697
HRF,4.0,K_focal_aug_s0,0,13_dr,oracle,1.5,0.25,0.10245,0.57997,277582
HRF,4.0,K_focal_aug_s0,0,13_dr,oracle,1.5,0.5,0.20428,0.52582,330032
HRF,4.0,K_focal_aug_s0,0,13_dr,oracle,1.5,1.0,0.23309,0.42968,444805
HRF,4.0,K_focal_aug_s0,0,13_dr,oracle,2.0,0.0,0.06491,0.59981,265741
HRF,4.0,K_focal_aug_s0,0,13_dr,oracle,2.0,0.25,0.19237,0.55576,305925
HRF,4.0,K_focal_aug_s0,0,13_dr,oracle,2.0,0.5,0.22601,0.50344,359356
HRF,4.0,K_focal_aug_s0,0,13_dr,oracle,2.0,1.0,0.24874,0.41911,468673
HRF,4.0,K_focal_aug_s0,0,13_g,raw,0.0,0.0,0.06776,0.7094,184783
HRF,4.0,K_focal_aug_s0,0,13_g,isotropic,0.25,0.25,0.16407,0.63372,250146
HRF,4.0,K_focal_aug_s0,0,13_g,isotropic,0.5,0.5,0.19164,0.55586,313813
HRF,4.0,K_focal_aug_s0,0,13_g,isotropic,0.75,0.75,0.24895,0.4858,385926
HRF,4.0,K_focal_aug_s0,0,13_g,isotropic,1.0,1.0,0.26329,0.43766,448930
HRF,4.0,K_focal_aug_s0,0,13_g,isotropic,1.5,1.5,0.3094,0.35949,589493
HRF,4.0,K_focal_aug_s0,0,13_g,oracle,0.0,0.25,0.06776,0.7094,184783
HRF,4.0,K_focal_aug_s0,0,13_g,oracle,0.0,0.5,0.12674,0.63604,241637
HRF,4.0,K_focal_aug_s0,0,13_g,oracle,0.0,1.0,0.1886,0.4974,366019
HRF,4.0,K_focal_aug_s0,0,13_g,oracle,0.5,0.0,0.08277,0.6954,199500
HRF,4.0,K_focal_aug_s0,0,13_g,oracle,0.5,0.25,0.16872,0.63352,250952
HRF,4.0,K_focal_aug_s0,0,13_g,oracle,0.5,0.5,0.18865,0.56052,309527
HRF,4.0,K_focal_aug_s0,0,13_g,oracle,0.5,1.0,0.25319,0.46315,410322
HRF,4.0,K_focal_aug_s0,0,13_g,oracle,1.0,0.0,0.1367,0.66337,230520
HRF,4.0,K_focal_aug_s0,0,13_g,oracle,1.0,0.25,0.17893,0.61978,265779
HRF,4.0,K_focal_aug_s0,0,13_g,oracle,1.0,0.5,0.20123,0.54645,326046
HRF,4.0,K_focal_aug_s0,0,13_g,oracle,1.0,1.0,0.26323,0.43917,446784
HRF,4.0,K_focal_aug_s0,0,13_g,oracle,1.5,0.0,0.15077,0.64963,244743
HRF,4.0,K_focal_aug_s0,0,13_g,oracle,1.5,0.25,0.19534,0.59536,287510
HRF,4.0,K_focal_aug_s0,0,13_g,oracle,1.5,0.5,0.26288,0.53228,343483
HRF,4.0,K_focal_aug_s0,0,13_g,oracle,1.5,1.0,0.27246,0.42955,464956
HRF,4.0,K_focal_aug_s0,0,13_g,oracle,2.0,0.0,0.22802,0.61259,276046
HRF,4.0,K_focal_aug_s0,0,13_g,oracle,2.0,0.25,0.25575,0.56547,315621
HRF,4.0,K_focal_aug_s0,0,13_g,oracle,2.0,0.5,0.26847,0.50839,370829
HRF,4.0,K_focal_aug_s0,0,13_g,oracle,2.0,1.0,0.28887,0.41907,485223
HRF,4.0,K_focal_aug_s0,0,13_h,raw,0.0,0.0,0.01808,0.77922,189319
HRF,4.0,K_focal_aug_s0,0,13_h,isotropic,0.25,0.25,0.06146,0.72126,255209
HRF,4.0,K_focal_aug_s0,0,13_h,isotropic,0.5,0.5,0.16608,0.6481,317655
HRF,4.0,K_focal_aug_s0,0,13_h,isotropic,0.75,0.75,0.21865,0.5758,389280
HRF,4.0,K_focal_aug_s0,0,13_h,isotropic,1.0,1.0,0.25317,0.52453,451377
HRF,4.0,K_focal_aug_s0,0,13_h,isotropic,1.5,1.5,0.26678,0.43605,591581
HRF,4.0,K_focal_aug_s0,0,13_h,oracle,0.0,0.25,0.01808,0.77922,189319
HRF,4.0,K_focal_aug_s0,0,13_h,oracle,0.0,0.5,0.02873,0.72392,245429
HRF,4.0,K_focal_aug_s0,0,13_h,oracle,0.0,1.0,0.178,0.59421,362081
HRF,4.0,K_focal_aug_s0,0,13_h,oracle,0.5,0.0,0.0228,0.76644,207339
HRF,4.0,K_focal_aug_s0,0,13_h,oracle,0.5,0.25,0.06171,0.72079,256470
HRF,4.0,K_focal_aug_s0,0,13_h,oracle,0.5,0.5,0.16588,0.65265,313594
HRF,4.0,K_focal_aug_s0,0,13_h,oracle,0.5,1.0,0.19461,0.55433,409468
HRF,4.0,K_focal_aug_s0,0,13_h,oracle,1.0,0.0,0.03956,0.73433,244168
HRF,4.0,K_focal_aug_s0,0,13_h,oracle,1.0,0.25,0.09005,0.69924,278866
HRF,4.0,K_focal_aug_s0,0,13_h,oracle,1.0,0.5,0.19708,0.63337,335244
HRF,4.0,K_focal_aug_s0,0,13_h,oracle,1.0,1.0,0.25312,0.52602,449394
HRF,4.0,K_focal_aug_s0,0,13_h,oracle,1.5,0.0,0.06414,0.72211,259247
HRF,4.0,K_focal_aug_s0,0,13_h,oracle,1.5,0.25,0.1427,0.66967,306374
HRF,4.0,K_focal_aug_s0,0,13_h,oracle,1.5,0.5,0.21477,0.61308,358849
HRF,4.0,K_focal_aug_s0,0,13_h,oracle,1.5,1.0,0.26432,0.51204,472694
HRF,4.0,K_focal_aug_s0,0,13_h,oracle,2.0,0.0,0.06941,0.68566,293242
HRF,4.0,K_focal_aug_s0,0,13_h,oracle,2.0,0.25,0.18405,0.6371,338465
HRF,4.0,K_focal_aug_s0,0,13_h,oracle,2.0,0.5,0.24703,0.58374,391586
HRF,4.0,K_focal_aug_s0,0,13_h,oracle,2.0,1.0,0.26791,0.49604,499395
HRF,4.0,K_focal_aug_s0,0,14_dr,raw,0.0,0.0,0.02256,0.65301,182804
HRF,4.0,K_focal_aug_s0,0,14_dr,isotropic,0.25,0.25,0.04812,0.60365,251310
HRF,4.0,K_focal_aug_s0,0,14_dr,isotropic,0.5,0.5,0.09664,0.54273,317079
HRF,4.0,K_focal_aug_s0,0,14_dr,isotropic,0.75,0.75,0.11491,0.48326,391000
HRF,4.0,K_focal_aug_s0,0,14_dr,isotropic,1.0,1.0,0.14432,0.44082,455878
HRF,4.0,K_focal_aug_s0,0,14_dr,isotropic,1.5,1.5,0.16133,0.36994,599392
HRF,4.0,K_focal_aug_s0,0,14_dr,oracle,0.0,0.25,0.02256,0.65301,182804
HRF,4.0,K_focal_aug_s0,0,14_dr,oracle,0.0,0.5,0.03662,0.6021,241140
HRF,4.0,K_focal_aug_s0,0,14_dr,oracle,0.0,1.0,0.07135,0.48994,366398
HRF,4.0,K_focal_aug_s0,0,14_dr,oracle,0.5,0.0,0.02641,0.64615,199685
HRF,4.0,K_focal_aug_s0,0,14_dr,oracle,0.5,0.25,0.04832,0.60411,252687
HRF,4.0,K_focal_aug_s0,0,14_dr,oracle,0.5,0.5,0.09493,0.54707,312190
HRF,4.0,K_focal_aug_s0,0,14_dr,oracle,0.5,1.0,0.11172,0.46295,412402
HRF,4.0,K_focal_aug_s0,0,14_dr,oracle,1.0,0.0,0.03741,0.62824,235339
HRF,4.0,K_focal_aug_s0,0,14_dr,oracle,1.0,0.25,0.0553,0.5966,272030
HRF,4.0,K_focal_aug_s0,0,14_dr,oracle,1.0,0.5,0.10218,0.53669,332795
HRF,4.0,K_focal_aug_s0,0,14_dr,oracle,1.0,1.0,0.14425,0.44231,453422
HRF,4.0,K_focal_aug_s0,0,14_dr,oracle,1.5,0.0,0.04335,0.62162,251767
HRF,4.0,K_focal_aug_s0,0,14_dr,oracle,1.5,0.25,0.07467,0.57886,296572
HRF,4.0,K_focal_aug_s0,0,14_dr,oracle,1.5,0.5,0.11253,0.52677,354039
HRF,4.0,K_focal_aug_s0,0,14_dr,oracle,1.5,1.0,0.15628,0.43472,475965
HRF,4.0,K_focal_aug_s0,0,14_dr,oracle,2.0,0.0,0.06289,0.59647,285503
HRF,4.0,K_focal_aug_s0,0,14_dr,oracle,2.0,0.25,0.11237,0.55696,327496
HRF,4.0,K_focal_aug_s0,0,14_dr,oracle,2.0,0.5,0.1531,0.50761,384059
HRF,4.0,K_focal_aug_s0,0,14_dr,oracle,2.0,1.0,0.16157,0.42642,500152
HRF,4.0,K_focal_aug_s0,0,14_g,raw,0.0,0.0,0.03331,0.6957,171361
HRF,4.0,K_focal_aug_s0,0,14_g,isotropic,0.25,0.25,0.11136,0.63746,233326
HRF,4.0,K_focal_aug_s0,0,14_g,isotropic,0.5,0.5,0.30566,0.56823,294242
HRF,4.0,K_focal_aug_s0,0,14_g,isotropic,0.75,0.75,0.3633,0.50127,363763
HRF,4.0,K_focal_aug_s0,0,14_g,isotropic,1.0,1.0,0.38041,0.45389,424129
HRF,4.0,K_focal_aug_s0,0,14_g,isotropic,1.5,1.5,0.51145,0.37478,559528
HRF,4.0,K_focal_aug_s0,0,14_g,oracle,0.0,0.25,0.03331,0.6957,171361
HRF,4.0,K_focal_aug_s0,0,14_g,oracle,0.0,0.5,0.05524,0.63467,226536
HRF,4.0,K_focal_aug_s0,0,14_g,oracle,0.0,1.0,0.3004,0.50778,346004
HRF,4.0,K_focal_aug_s0,0,14_g,oracle,0.5,0.0,0.04355,0.68842,184540
HRF,4.0,K_focal_aug_s0,0,14_g,oracle,0.5,0.25,0.11785,0.63766,234141
HRF,4.0,K_focal_aug_s0,0,14_g,oracle,0.5,0.5,0.1541,0.57228,290221
HRF,4.0,K_focal_aug_s0,0,14_g,oracle,0.5,1.0,0.34811,0.47693,387733
HRF,4.0,K_focal_aug_s0,0,14_g,oracle,1.0,0.0,0.1117,0.66933,212401
HRF,4.0,K_focal_aug_s0,0,14_g,oracle,1.0,0.25,0.13476,0.63174,246792
HRF,4.0,K_focal_aug_s0,0,14_g,oracle,1.0,0.5,0.3446,0.56312,304826
HRF,4.0,K_focal_aug_s0,0,14_g,oracle,1.0,1.0,0.3802,0.45534,422116
HRF,4.0,K_focal_aug_s0,0,14_g,oracle,1.5,0.0,0.12575,0.66043,226400
HRF,4.0,K_focal_aug_s0,0,14_g,oracle,1.5,0.25,0.35066,0.61502,265191
HRF,4.0,K_focal_aug_s0,0,14_g,oracle,1.5,0.5,0.37877,0.55393,319730
HRF,4.0,K_focal_aug_s0,0,14_g,oracle,1.5,1.0,0.39721,0.44828,438427
HRF,4.0,K_focal_aug_s0,0,14_g,oracle,2.0,0.0,0.17503,0.63198,254180
HRF,4.0,K_focal_aug_s0,0,14_g,oracle,2.0,0.25,0.43238,0.59189,289349
HRF,4.0,K_focal_aug_s0,0,14_g,oracle,2.0,0.5,0.45288,0.5341,343696
HRF,4.0,K_focal_aug_s0,0,14_g,oracle,2.0,1.0,0.46694,0.44072,455218
HRF,4.0,K_focal_aug_s0,0,14_h,raw,0.0,0.0,0.03903,0.77734,188381
HRF,4.0,K_focal_aug_s0,0,14_h,isotropic,0.25,0.25,0.10368,0.71967,252167
HRF,4.0,K_focal_aug_s0,0,14_h,isotropic,0.5,0.5,0.19107,0.64739,313040
HRF,4.0,K_focal_aug_s0,0,14_h,isotropic,0.75,0.75,0.20304,0.57566,382808
HRF,4.0,K_focal_aug_s0,0,14_h,isotropic,1.0,1.0,0.21025,0.52463,443440
HRF,4.0,K_focal_aug_s0,0,14_h,isotropic,1.5,1.5,0.23758,0.43693,580097
HRF,4.0,K_focal_aug_s0,0,14_h,oracle,0.0,0.25,0.03903,0.77734,188381
HRF,4.0,K_focal_aug_s0,0,14_h,oracle,0.0,0.5,0.04567,0.72005,242579
HRF,4.0,K_focal_aug_s0,0,14_h,oracle,0.0,1.0,0.18764,0.59211,356900
HRF,4.0,K_focal_aug_s0,0,14_h,oracle,0.5,0.0,0.04098,0.76634,205109
HRF,4.0,K_focal_aug_s0,0,14_h,oracle,0.5,0.25,0.10387,0.71934,253337
HRF,4.0,K_focal_aug_s0,0,14_h,oracle,0.5,0.5,0.18748,0.65172,308957
HRF,4.0,K_focal_aug_s0,0,14_h,oracle,0.5,1.0,0.19803,0.55327,403277
HRF,4.0,K_focal_aug_s0,0,14_h,oracle,1.0,0.0,0.08651,0.73761,240218
HRF,4.0,K_focal_aug_s0,0,14_h,oracle,1.0,0.25,0.111,0.7008,273883
HRF,4.0,K_focal_aug_s0,0,14_h,oracle,1.0,0.5,0.20469,0.6339,329501
HRF,4.0,K_focal_aug_s0,0,14_h,oracle,1.0,1.0,0.20847,0.52604,441505
HRF,4.0,K_focal_aug_s0,0,14_h,oracle,1.5,0.0,0.09881,0.72603,255126
HRF,4.0,K_focal_aug_s0,0,14_h,oracle,1.5,0.25,0.13055,0.67235,300710
HRF,4.0,K_focal_aug_s0,0,14_h,oracle,1.5,0.5,0.21636,0.61493,352072
HRF,4.0,K_focal_aug_s0,0,14_h,oracle,1.5,1.0,0.22367,0.51304,463805
HRF,4.0,K_focal_aug_s0,0,14_h,oracle,2.0,0.0,0.12513,0.68758,290140
HRF,4.0,K_focal_aug_s0,0,14_h,oracle,2.0,0.25,0.15421,0.63842,333558
HRF,4.0,K_focal_aug_s0,0,14_h,oracle,2.0,0.5,0.26094,0.58537,384708
HRF,4.0,K_focal_aug_s0,0,14_h,oracle,2.0,1.0,0.27471,0.49765,489628
HRF,4.0,K_focal_aug_s0,0,15_dr,raw,0.0,0.0,0.02477,0.64198,181808
HRF,4.0,K_focal_aug_s0,0,15_dr,isotropic,0.25,0.25,0.22157,0.58658,248418
HRF,4.0,K_focal_aug_s0,0,15_dr,isotropic,0.5,0.5,0.27604,0.52365,311991
HRF,4.0,K_focal_aug_s0,0,15_dr,isotropic,0.75,0.75,0.31836,0.46217,384002
HRF,4.0,K_focal_aug_s0,0,15_dr,isotropic,1.0,1.0,0.43589,0.41824,447364
HRF,4.0,K_focal_aug_s0,0,15_dr,isotropic,1.5,1.5,0.45527,0.3441,590135
HRF,4.0,K_focal_aug_s0,0,15_dr,oracle,0.0,0.25,0.02477,0.64198,181808
HRF,4.0,K_focal_aug_s0,0,15_dr,oracle,0.0,0.5,0.07388,0.59019,235907
HRF,4.0,K_focal_aug_s0,0,15_dr,oracle,0.0,1.0,0.25626,0.47777,355561
HRF,4.0,K_focal_aug_s0,0,15_dr,oracle,0.5,0.0,0.02817,0.62762,200481
HRF,4.0,K_focal_aug_s0,0,15_dr,oracle,0.5,0.25,0.22252,0.58644,249645
HRF,4.0,K_focal_aug_s0,0,15_dr,oracle,0.5,0.5,0.26841,0.52719,307864
HRF,4.0,K_focal_aug_s0,0,15_dr,oracle,0.5,1.0,0.31311,0.44503,402572
HRF,4.0,K_focal_aug_s0,0,15_dr,oracle,1.0,0.0,0.07876,0.59696,239606
HRF,4.0,K_focal_aug_s0,0,15_dr,oracle,1.0,0.25,0.24301,0.56625,273723
HRF,4.0,K_focal_aug_s0,0,15_dr,oracle,1.0,0.5,0.29561,0.50925,331970
HRF,4.0,K_focal_aug_s0,0,15_dr,oracle,1.0,1.0,0.43574,0.41946,445278
HRF,4.0,K_focal_aug_s0,0,15_dr,oracle,1.5,0.0,0.12873,0.58922,253209
HRF,4.0,K_focal_aug_s0,0,15_dr,oracle,1.5,0.25,0.28006,0.53824,304266
HRF,4.0,K_focal_aug_s0,0,15_dr,oracle,1.5,0.5,0.35021,0.49194,356501
HRF,4.0,K_focal_aug_s0,0,15_dr,oracle,1.5,1.0,0.44517,0.40647,471735
HRF,4.0,K_focal_aug_s0,0,15_dr,oracle,2.0,0.0,0.17154,0.56151,284821
HRF,4.0,K_focal_aug_s0,0,15_dr,oracle,2.0,0.25,0.34752,0.51288,335648
HRF,4.0,K_focal_aug_s0,0,15_dr,oracle,2.0,0.5,0.4347,0.46793,389364
HRF,4.0,K_focal_aug_s0,0,15_dr,oracle,2.0,1.0,0.46765,0.39258,500798
HRF,4.0,K_focal_aug_s0,0,15_g,raw,0.0,0.0,0.05408,0.70787,182208
HRF,4.0,K_focal_aug_s0,0,15_g,isotropic,0.25,0.25,0.18335,0.6515,245735
HRF,4.0,K_focal_aug_s0,0,15_g,isotropic,0.5,0.5,0.28979,0.58096,306588
HRF,4.0,K_focal_aug_s0,0,15_g,isotropic,0.75,0.75,0.4911,0.51271,375689
HRF,4.0,K_focal_aug_s0,0,15_g,isotropic,1.0,1.0,0.6082,0.46447,435744
HRF,4.0,K_focal_aug_s0,0,15_g,isotropic,1.5,1.5,0.67706,0.38414,569776
HRF,4.0,K_focal_aug_s0,0,15_g,oracle,0.0,0.25,0.05408,0.70787,182208
HRF,4.0,K_focal_aug_s0,0,15_g,oracle,0.0,0.5,0.08192,0.64975,238171
HRF,4.0,K_focal_aug_s0,0,15_g,oracle,0.0,1.0,0.35863,0.52183,358356
HRF,4.0,K_focal_aug_s0,0,15_g,oracle,0.5,0.0,0.06626,0.70017,195991
HRF,4.0,K_focal_aug_s0,0,15_g,oracle,0.5,0.25,0.18468,0.6512,246584
HRF,4.0,K_focal_aug_s0,0,15_g,oracle,0.5,0.5,0.28501,0.58527,302447
HRF,4.0,K_focal_aug_s0,0,15_g,oracle,0.5,1.0,0.47662,0.48881,400098
HRF,4.0,K_focal_aug_s0,0,15_g,oracle,1.0,0.0,0.12926,0.67904,224753
HRF,4.0,K_focal_aug_s0,0,15_g,oracle,1.0,0.25,0.23601,0.64233,259095
HRF,4.0,K_focal_aug_s0,0,15_g,oracle,1.0,0.5,0.48721,0.57375,317102
HRF,4.0,K_focal_aug_s0,0,15_g,oracle,1.0,1.0,0.60759,0.46597,433695
HRF,4.0,K_focal_aug_s0,0,15_g,oracle,1.5,0.0,0.17249,0.66876,238129
HRF,4.0,K_focal_aug_s0,0,15_g,oracle,1.5,0.25,0.37158,0.62431,277506
HRF,4.0,K_focal_aug_s0,0,15_g,oracle,1.5,0.5,0.59005,0.5622,332097
HRF,4.0,K_focal_aug_s0,0,15_g,oracle,1.5,1.0,0.65714,0.45746,449835
HRF,4.0,K_focal_aug_s0,0,15_g,oracle,2.0,0.0,0.25738,0.63993,265600
HRF,4.0,K_focal_aug_s0,0,15_g,oracle,2.0,0.25,0.40227,0.6002,301098
HRF,4.0,K_focal_aug_s0,0,15_g,oracle,2.0,0.5,0.65067,0.54215,355102
HRF,4.0,K_focal_aug_s0,0,15_g,oracle,2.0,1.0,0.68847,0.44859,466483
HRF,4.0,K_focal_aug_s0,0,15_h,raw,0.0,0.0,0.1454,0.77826,175570
HRF,4.0,K_focal_aug_s0,0,15_h,isotropic,0.25,0.25,0.19407,0.71425,237809
HRF,4.0,K_focal_aug_s0,0,15_h,isotropic,0.5,0.5,0.47865,0.63891,297000
HRF,4.0,K_focal_aug_s0,0,15_h,isotropic,0.75,0.75,0.50688,0.56617,364202
HRF,4.0,K_focal_aug_s0,0,15_h,isotropic,1.0,1.0,0.52058,0.51401,423124
HRF,4.0,K_focal_aug_s0,0,15_h,isotropic,1.5,1.5,0.66187,0.42517,556533
HRF,4.0,K_focal_aug_s0,0,15_h,oracle,0.0,0.25,0.1454,0.77826,175570
HRF,4.0,K_focal_aug_s0,0,15_h,oracle,0.0,0.5,0.15711,0.71797,227498
HRF,4.0,K_focal_aug_s0,0,15_h,oracle,0.0,1.0,0.44893,0.58614,337829
HRF,4.0,K_focal_aug_s0,0,15_h,oracle,0.5,0.0,0.15746,0.76257,192695
HRF,4.0,K_focal_aug_s0,0,15_h,oracle,0.5,0.25,0.19435,0.71363,238960
HRF,4.0,K_focal_aug_s0,0,15_h,oracle,0.5,0.5,0.46865,0.64329,293264
HRF,4.0,K_focal_aug_s0,0,15_h,oracle,0.5,1.0,0.50145,0.54546,382826
HRF,4.0,K_focal_aug_s0,0,15_h,oracle,1.0,0.0,0.22467,0.72712,228176
HRF,4.0,K_focal_aug_s0,0,15_h,oracle,1.0,0.25,0.26209,0.68963,260684
HRF,4.0,K_focal_aug_s0,0,15_h,oracle,1.0,0.5,0.49332,0.62281,314103
HRF,4.0,K_focal_aug_s0,0,15_h,oracle,1.0,1.0,0.52048,0.51541,421378
HRF,4.0,K_focal_aug_s0,0,15_h,oracle,1.5,0.0,0.23139,0.71373,242526
HRF,4.0,K_focal_aug_s0,0,15_h,oracle,1.5,0.25,0.34329,0.657,288406
HRF,4.0,K_focal_aug_s0,0,15_h,oracle,1.5,0.5,0.58282,0.60071,337281
HRF,4.0,K_focal_aug_s0,0,15_h,oracle,1.5,1.0,0.5976,0.50062,443888
HRF,4.0,K_focal_aug_s0,0,15_h,oracle,2.0,0.0,0.25072,0.67137,277675
HRF,4.0,K_focal_aug_s0,0,15_h,oracle,2.0,0.25,0.38943,0.61996,321648
HRF,4.0,K_focal_aug_s0,0,15_h,oracle,2.0,0.5,0.60178,0.56887,370054
HRF,4.0,K_focal_aug_s0,0,15_h,oracle,2.0,1.0,0.7243,0.48335,470284
HRF,4.0,K_focal_aug_s1,1,11_dr,raw,0.0,0.0,0.05974,0.73571,223838
HRF,4.0,K_focal_aug_s1,1,11_dr,isotropic,0.25,0.25,0.14845,0.66543,296804
HRF,4.0,K_focal_aug_s1,1,11_dr,isotropic,0.5,0.5,0.22059,0.59111,366528
HRF,4.0,K_focal_aug_s1,1,11_dr,isotropic,0.75,0.75,0.24,0.52117,446147
HRF,4.0,K_focal_aug_s1,1,11_dr,isotropic,1.0,1.0,0.26118,0.4732,514360
HRF,4.0,K_focal_aug_s1,1,11_dr,isotropic,1.5,1.5,0.3422,0.39216,667070
HRF,4.0,K_focal_aug_s1,1,11_dr,oracle,0.0,0.25,0.05974,0.73571,223838
HRF,4.0,K_focal_aug_s1,1,11_dr,oracle,0.0,0.5,0.10158,0.66562,288312
HRF,4.0,K_focal_aug_s1,1,11_dr,oracle,0.0,1.0,0.20377,0.53118,424989
HRF,4.0,K_focal_aug_s1,1,11_dr,oracle,0.5,0.0,0.07071,0.72477,239852
HRF,4.0,K_focal_aug_s1,1,11_dr,oracle,0.5,0.25,0.15006,0.66531,297801
HRF,4.0,K_focal_aug_s1,1,11_dr,oracle,0.5,0.5,0.21853,0.595,362151
HRF,4.0,K_focal_aug_s1,1,11_dr,oracle,0.5,1.0,0.22657,0.496,475432
HRF,4.0,K_focal_aug_s1,1,11_dr,oracle,1.0,0.0,0.11878,0.69767,273378
HRF,4.0,K_focal_aug_s1,1,11_dr,oracle,1.0,0.25,0.19909,0.65553,312707
HRF,4.0,K_focal_aug_s1,1,11_dr,oracle,1.0,0.5,0.24752,0.58329,379108
HRF,4.0,K_focal_aug_s1,1,11_dr,oracle,1.0,1.0,0.25715,0.47444,512237
HRF,4.0,K_focal_aug_s1,1,11_dr,oracle,1.5,0.0,0.16732,0.68395,289623
HRF,4.0,K_focal_aug_s1,1,11_dr,oracle,1.5,0.25,0.24719,0.63472,334538
HRF,4.0,K_focal_aug_s1,1,11_dr,oracle,1.5,0.5,0.26296,0.5712,396622
