dataset,width,run,seed,image,source,along,across,erl,dice,fg
DRIVE,2.828,K_focal_aug_s0,0,01,raw,0.0,0.0,0.72891,0.79604,38717
DRIVE,2.828,K_focal_aug_s0,0,01,isotropic,0.25,0.25,0.72891,0.79604,38717
DRIVE,2.828,K_focal_aug_s0,0,01,isotropic,0.5,0.5,0.80106,0.62588,62035
DRIVE,2.828,K_focal_aug_s0,0,01,isotropic,0.75,0.75,0.81475,0.56868,71569
DRIVE,2.828,K_focal_aug_s0,0,01,isotropic,1.0,1.0,0.83792,0.50803,84011
DRIVE,2.828,K_focal_aug_s0,0,01,isotropic,1.5,1.5,0.87363,0.41684,109616
DRIVE,2.828,K_focal_aug_s0,0,01,oracle,0.0,0.25,0.72891,0.79604,38717
DRIVE,2.828,K_focal_aug_s0,0,01,oracle,0.0,0.5,0.74683,0.72296,47059
DRIVE,2.828,K_focal_aug_s0,0,01,oracle,0.0,1.0,0.77776,0.58779,67588
DRIVE,2.828,K_focal_aug_s0,0,01,oracle,0.5,0.0,0.74905,0.77982,41048
DRIVE,2.828,K_focal_aug_s0,0,01,oracle,0.5,0.25,0.7608,0.76519,43250
DRIVE,2.828,K_focal_aug_s0,0,01,oracle,0.5,0.5,0.80029,0.63377,60833
DRIVE,2.828,K_focal_aug_s0,0,01,oracle,0.5,1.0,0.8132,0.54006,76859
DRIVE,2.828,K_focal_aug_s0,0,01,oracle,1.0,0.0,0.79507,0.74085,46762
DRIVE,2.828,K_focal_aug_s0,0,01,oracle,1.0,0.25,0.7989,0.72048,49394
DRIVE,2.828,K_focal_aug_s0,0,01,oracle,1.0,0.5,0.8165,0.61892,63376
DRIVE,2.828,K_focal_aug_s0,0,01,oracle,1.0,1.0,0.83752,0.51296,82893
DRIVE,2.828,K_focal_aug_s0,0,01,oracle,1.5,0.0,0.8182,0.7146,50291
DRIVE,2.828,K_focal_aug_s0,0,01,oracle,1.5,0.25,0.82404,0.68394,54415
DRIVE,2.828,K_focal_aug_s0,0,01,oracle,1.5,0.5,0.84954,0.60114,66507
DRIVE,2.828,K_focal_aug_s0,0,01,oracle,1.5,1.0,0.86721,0.49795,86679
DRIVE,2.828,K_focal_aug_s0,0,01,oracle,2.0,0.0,0.84696,0.67943,55075
DRIVE,2.828,K_focal_aug_s0,0,01,oracle,2.0,0.25,0.86202,0.65608,58372
DRIVE,2.828,K_focal_aug_s0,0,01,oracle,2.0,0.5,0.86702,0.57798,70632
DRIVE,2.828,K_focal_aug_s0,0,01,oracle,2.0,1.0,0.87363,0.48317,90535
DRIVE,2.828,K_focal_aug_s0,0,02,raw,0.0,0.0,0.36129,0.82626,38887
DRIVE,2.828,K_focal_aug_s0,0,02,isotropic,0.25,0.25,0.36129,0.82626,38887
DRIVE,2.828,K_focal_aug_s0,0,02,isotropic,0.5,0.5,0.80235,0.68832,61846
DRIVE,2.828,K_focal_aug_s0,0,02,isotropic,0.75,0.75,0.83209,0.62801,71435
DRIVE,2.828,K_focal_aug_s0,0,02,isotropic,1.0,1.0,0.85342,0.5646,83535
DRIVE,2.828,K_focal_aug_s0,0,02,isotropic,1.5,1.5,0.88837,0.46488,109373
DRIVE,2.828,K_focal_aug_s0,0,02,oracle,0.0,0.25,0.36129,0.82626,38887
DRIVE,2.828,K_focal_aug_s0,0,02,oracle,0.0,0.5,0.73135,0.76921,47062
DRIVE,2.828,K_focal_aug_s0,0,02,oracle,0.0,1.0,0.78473,0.64748,67578
DRIVE,2.828,K_focal_aug_s0,0,02,oracle,0.5,0.0,0.73946,0.81458,41206
DRIVE,2.828,K_focal_aug_s0,0,02,oracle,0.5,0.25,0.74968,0.80649,43374
DRIVE,2.828,K_focal_aug_s0,0,02,oracle,0.5,0.5,0.8012,0.69537,60758
DRIVE,2.828,K_focal_aug_s0,0,02,oracle,0.5,1.0,0.82347,0.59852,76515
DRIVE,2.828,K_focal_aug_s0,0,02,oracle,1.0,0.0,0.76244,0.78821,46815
DRIVE,2.828,K_focal_aug_s0,0,02,oracle,1.0,0.25,0.78474,0.77482,49458
DRIVE,2.828,K_focal_aug_s0,0,02,oracle,1.0,0.5,0.83917,0.68114,63138
DRIVE,2.828,K_focal_aug_s0,0,02,oracle,1.0,1.0,0.85282,0.56932,82546
DRIVE,2.828,K_focal_aug_s0,0,02,oracle,1.5,0.0,0.79641,0.76674,50283
DRIVE,2.828,K_focal_aug_s0,0,02,oracle,1.5,0.25,0.82526,0.74293,54186
DRIVE,2.828,K_focal_aug_s0,0,02,oracle,1.5,0.5,0.85661,0.66146,66377
DRIVE,2.828,K_focal_aug_s0,0,02,oracle,1.5,1.0,0.87543,0.55327,86259
DRIVE,2.828,K_focal_aug_s0,0,02,oracle,2.0,0.0,0.83388,0.73832,54622
DRIVE,2.828,K_focal_aug_s0,0,02,oracle,2.0,0.25,0.8469,0.71707,57903
DRIVE,2.828,K_focal_aug_s0,0,02,oracle,2.0,0.5,0.86881,0.6377,70346
DRIVE,2.828,K_focal_aug_s0,0,02,oracle,2.0,1.0,0.88837,0.53773,89983
DRIVE,2.828,K_focal_aug_s0,0,03,raw,0.0,0.0,0.19404,0.78037,33447
DRIVE,2.828,K_focal_aug_s0,0,03,isotropic,0.25,0.25,0.19404,0.78037,33447
DRIVE,2.828,K_focal_aug_s0,0,03,isotropic,0.5,0.5,0.55879,0.69424,53478
DRIVE,2.828,K_focal_aug_s0,0,03,isotropic,0.75,0.75,0.59047,0.63968,62029
DRIVE,2.828,K_focal_aug_s0,0,03,isotropic,1.0,1.0,0.65226,0.58199,72522
DRIVE,2.828,K_focal_aug_s0,0,03,isotropic,1.5,1.5,0.71657,0.48522,95507
DRIVE,2.828,K_focal_aug_s0,0,03,oracle,0.0,0.25,0.19404,0.78037,33447
DRIVE,2.828,K_focal_aug_s0,0,03,oracle,0.0,0.5,0.21607,0.74791,40774
DRIVE,2.828,K_focal_aug_s0,0,03,oracle,0.0,1.0,0.54414,0.65445,58384
DRIVE,2.828,K_focal_aug_s0,0,03,oracle,0.5,0.0,0.20193,0.77836,35358
DRIVE,2.828,K_focal_aug_s0,0,03,oracle,0.5,0.25,0.22601,0.77572,37284
DRIVE,2.828,K_focal_aug_s0,0,03,oracle,0.5,0.5,0.55717,0.70003,52555
DRIVE,2.828,K_focal_aug_s0,0,03,oracle,0.5,1.0,0.56954,0.61155,66441
DRIVE,2.828,K_focal_aug_s0,0,03,oracle,1.0,0.0,0.25435,0.76958,40373
DRIVE,2.828,K_focal_aug_s0,0,03,oracle,1.0,0.25,0.27496,0.76032,42657
DRIVE,2.828,K_focal_aug_s0,0,03,oracle,1.0,0.5,0.59031,0.69019,54607
DRIVE,2.828,K_focal_aug_s0,0,03,oracle,1.0,1.0,0.65208,0.58637,71692
DRIVE,2.828,K_focal_aug_s0,0,03,oracle,1.5,0.0,0.28178,0.75814,43375
DRIVE,2.828,K_focal_aug_s0,0,03,oracle,1.5,0.25,0.32097,0.74141,46968
DRIVE,2.828,K_focal_aug_s0,0,03,oracle,1.5,0.5,0.68408,0.67773,57228
DRIVE,2.828,K_focal_aug_s0,0,03,oracle,1.5,1.0,0.69724,0.57332,74924
DRIVE,2.828,K_focal_aug_s0,0,03,oracle,2.0,0.0,0.34697,0.73712,47539
DRIVE,2.828,K_focal_aug_s0,0,03,oracle,2.0,0.25,0.3642,0.72189,50303
DRIVE,2.828,K_focal_aug_s0,0,03,oracle,2.0,0.5,0.69671,0.65739,60780
DRIVE,2.828,K_focal_aug_s0,0,03,oracle,2.0,1.0,0.71036,0.55998,78254
DRIVE,2.828,K_focal_aug_s0,0,04,raw,0.0,0.0,0.52928,0.80689,32160
DRIVE,2.828,K_focal_aug_s0,0,04,isotropic,0.25,0.25,0.52928,0.80689,32160
DRIVE,2.828,K_focal_aug_s0,0,04,isotropic,0.5,0.5,0.63811,0.69295,50902
DRIVE,2.828,K_focal_aug_s0,0,04,isotropic,0.75,0.75,0.65938,0.63543,58776
DRIVE,2.828,K_focal_aug_s0,0,04,isotropic,1.0,1.0,0.67549,0.57264,69020
DRIVE,2.828,K_focal_aug_s0,0,04,isotropic,1.5,1.5,0.70925,0.47378,90891
DRIVE,2.828,K_focal_aug_s0,0,04,oracle,0.0,0.25,0.52928,0.80689,32160
DRIVE,2.828,K_focal_aug_s0,0,04,oracle,0.0,0.5,0.5617,0.76447,38928
DRIVE,2.828,K_focal_aug_s0,0,04,oracle,0.0,1.0,0.62529,0.65034,55927
DRIVE,2.828,K_focal_aug_s0,0,04,oracle,0.5,0.0,0.54605,0.80231,33893
DRIVE,2.828,K_focal_aug_s0,0,04,oracle,0.5,0.25,0.56574,0.7951,35723
DRIVE,2.828,K_focal_aug_s0,0,04,oracle,0.5,0.5,0.63667,0.69838,50170
DRIVE,2.828,K_focal_aug_s0,0,04,oracle,0.5,1.0,0.64853,0.60421,63329
DRIVE,2.828,K_focal_aug_s0,0,04,oracle,1.0,0.0,0.59577,0.78577,38144
DRIVE,2.828,K_focal_aug_s0,0,04,oracle,1.0,0.25,0.62336,0.77487,40184
DRIVE,2.828,K_focal_aug_s0,0,04,oracle,1.0,0.5,0.65088,0.68952,51636
DRIVE,2.828,K_focal_aug_s0,0,04,oracle,1.0,1.0,0.67494,0.57646,68348
DRIVE,2.828,K_focal_aug_s0,0,04,oracle,1.5,0.0,0.63242,0.77328,40531
DRIVE,2.828,K_focal_aug_s0,0,04,oracle,1.5,0.25,0.6471,0.75265,43635
DRIVE,2.828,K_focal_aug_s0,0,04,oracle,1.5,0.5,0.6731,0.67724,53575
DRIVE,2.828,K_focal_aug_s0,0,04,oracle,1.5,1.0,0.69014,0.56543,70745
DRIVE,2.828,K_focal_aug_s0,0,04,oracle,2.0,0.0,0.65778,0.75187,43672
DRIVE,2.828,K_focal_aug_s0,0,04,oracle,2.0,0.25,0.67256,0.73444,46230
DRIVE,2.828,K_focal_aug_s0,0,04,oracle,2.0,0.5,0.68438,0.65981,56183
DRIVE,2.828,K_focal_aug_s0,0,04,oracle,2.0,1.0,0.70248,0.55368,73251
DRIVE,2.828,K_focal_aug_s0,0,05,raw,0.0,0.0,0.40081,0.79997,31545
DRIVE,2.828,K_focal_aug_s0,0,05,isotropic,0.25,0.25,0.40081,0.79997,31545
DRIVE,2.828,K_focal_aug_s0,0,05,isotropic,0.5,0.5,0.58193,0.68928,51269
DRIVE,2.828,K_focal_aug_s0,0,05,isotropic,0.75,0.75,0.5949,0.63106,59477
DRIVE,2.828,K_focal_aug_s0,0,05,isotropic,1.0,1.0,0.61193,0.56717,70298
DRIVE,2.828,K_focal_aug_s0,0,05,isotropic,1.5,1.5,0.6632,0.46744,93341
DRIVE,2.828,K_focal_aug_s0,0,05,oracle,0.0,0.25,0.40081,0.79997,31545
DRIVE,2.828,K_focal_aug_s0,0,05,oracle,0.0,0.5,0.46814,0.76251,38747
DRIVE,2.828,K_focal_aug_s0,0,05,oracle,0.0,1.0,0.56629,0.64701,56353
DRIVE,2.828,K_focal_aug_s0,0,05,oracle,0.5,0.0,0.43203,0.79857,33367
DRIVE,2.828,K_focal_aug_s0,0,05,oracle,0.5,0.25,0.48095,0.79181,35331
DRIVE,2.828,K_focal_aug_s0,0,05,oracle,0.5,0.5,0.58066,0.69719,50213
DRIVE,2.828,K_focal_aug_s0,0,05,oracle,0.5,1.0,0.5978,0.59973,64223
DRIVE,2.828,K_focal_aug_s0,0,05,oracle,1.0,0.0,0.52348,0.78324,37986
DRIVE,2.828,K_focal_aug_s0,0,05,oracle,1.0,0.25,0.57494,0.7733,40188
DRIVE,2.828,K_focal_aug_s0,0,05,oracle,1.0,0.5,0.59105,0.68528,52099
DRIVE,2.828,K_focal_aug_s0,0,05,oracle,1.0,1.0,0.61013,0.57271,69281
DRIVE,2.828,K_focal_aug_s0,0,05,oracle,1.5,0.0,0.58082,0.77133,40624
DRIVE,2.828,K_focal_aug_s0,0,05,oracle,1.5,0.25,0.58674,0.7496,43981
DRIVE,2.828,K_focal_aug_s0,0,05,oracle,1.5,0.5,0.60299,0.67208,54249
DRIVE,2.828,K_focal_aug_s0,0,05,oracle,1.5,1.0,0.64096,0.55897,72304
DRIVE,2.828,K_focal_aug_s0,0,05,oracle,2.0,0.0,0.59474,0.74592,44321
DRIVE,2.828,K_focal_aug_s0,0,05,oracle,2.0,0.25,0.59798,0.7273,46978
DRIVE,2.828,K_focal_aug_s0,0,05,oracle,2.0,0.5,0.61881,0.65202,57293
DRIVE,2.828,K_focal_aug_s0,0,05,oracle,2.0,1.0,0.65238,0.54592,75231
DRIVE,2.828,K_focal_aug_s0,0,06,raw,0.0,0.0,0.39287,0.79239,32292
DRIVE,2.828,K_focal_aug_s0,0,06,isotropic,0.25,0.25,0.39287,0.79239,32292
DRIVE,2.828,K_focal_aug_s0,0,06,isotropic,0.5,0.5,0.49533,0.6862,52938
DRIVE,2.828,K_focal_aug_s0,0,06,isotropic,0.75,0.75,0.5247,0.63041,61229
DRIVE,2.828,K_focal_aug_s0,0,06,isotropic,1.0,1.0,0.55677,0.56639,72723
DRIVE,2.828,K_focal_aug_s0,0,06,isotropic,1.5,1.5,0.59531,0.47128,96083
DRIVE,2.828,K_focal_aug_s0,0,06,oracle,0.0,0.25,0.39287,0.79239,32292
DRIVE,2.828,K_focal_aug_s0,0,06,oracle,0.0,0.5,0.43479,0.75673,39193
DRIVE,2.828,K_focal_aug_s0,0,06,oracle,0.0,1.0,0.48726,0.64549,57847
DRIVE,2.828,K_focal_aug_s0,0,06,oracle,0.5,0.0,0.42147,0.78879,34234
DRIVE,2.828,K_focal_aug_s0,0,06,oracle,0.5,0.25,0.43115,0.78216,36348
DRIVE,2.828,K_focal_aug_s0,0,06,oracle,0.5,0.5,0.49434,0.69259,52003
DRIVE,2.828,K_focal_aug_s0,0,06,oracle,0.5,1.0,0.53369,0.599,66157
DRIVE,2.828,K_focal_aug_s0,0,06,oracle,1.0,0.0,0.46416,0.77355,39264
DRIVE,2.828,K_focal_aug_s0,0,06,oracle,1.0,0.25,0.47678,0.76361,41613
DRIVE,2.828,K_focal_aug_s0,0,06,oracle,1.0,0.5,0.52282,0.68168,53963
DRIVE,2.828,K_focal_aug_s0,0,06,oracle,1.0,1.0,0.55603,0.57089,71859
DRIVE,2.828,K_focal_aug_s0,0,06,oracle,1.5,0.0,0.49096,0.75976,42063
DRIVE,2.828,K_focal_aug_s0,0,06,oracle,1.5,0.25,0.5191,0.74048,45658
DRIVE,2.828,K_focal_aug_s0,0,06,oracle,1.5,0.5,0.55365,0.66823,56509
DRIVE,2.828,K_focal_aug_s0,0,06,oracle,1.5,1.0,0.5702,0.55802,75096
DRIVE,2.828,K_focal_aug_s0,0,06,oracle,2.0,0.0,0.52301,0.73797,45979
DRIVE,2.828,K_focal_aug_s0,0,06,oracle,2.0,0.25,0.54374,0.72055,48778
DRIVE,2.828,K_focal_aug_s0,0,06,oracle,2.0,0.5,0.56401,0.64921,59719
DRIVE,2.828,K_focal_aug_s0,0,06,oracle,2.0,1.0,0.58698,0.54564,78293
DRIVE,2.828,K_focal_aug_s0,0,07,raw,0.0,0.0,0.4602,0.80574,30912
DRIVE,2.828,K_focal_aug_s0,0,07,isotropic,0.25,0.25,0.4602,0.80574,30912
DRIVE,2.828,K_focal_aug_s0,0,07,isotropic,0.5,0.5,0.59933,0.69265,50226
DRIVE,2.828,K_focal_aug_s0,0,07,isotropic,0.75,0.75,0.62822,0.63637,57944
DRIVE,2.828,K_focal_aug_s0,0,07,isotropic,1.0,1.0,0.64852,0.57079,68690
DRIVE,2.828,K_focal_aug_s0,0,07,isotropic,1.5,1.5,0.71691,0.47188,90713
DRIVE,2.828,K_focal_aug_s0,0,07,oracle,0.0,0.25,0.4602,0.80574,30912
DRIVE,2.828,K_focal_aug_s0,0,07,oracle,0.0,0.5,0.5164,0.76441,37605
DRIVE,2.828,K_focal_aug_s0,0,07,oracle,0.0,1.0,0.57845,0.65152,54806
DRIVE,2.828,K_focal_aug_s0,0,07,oracle,0.5,0.0,0.50389,0.80245,32678
DRIVE,2.828,K_focal_aug_s0,0,07,oracle,0.5,0.25,0.51421,0.79561,34576
DRIVE,2.828,K_focal_aug_s0,0,07,oracle,0.5,0.5,0.59863,0.70014,49284
DRIVE,2.828,K_focal_aug_s0,0,07,oracle,0.5,1.0,0.6141,0.60396,62629
DRIVE,2.828,K_focal_aug_s0,0,07,oracle,1.0,0.0,0.5833,0.78565,37191
DRIVE,2.828,K_focal_aug_s0,0,07,oracle,1.0,0.25,0.60543,0.7752,39497
DRIVE,2.828,K_focal_aug_s0,0,07,oracle,1.0,0.5,0.62663,0.6884,51089
DRIVE,2.828,K_focal_aug_s0,0,07,oracle,1.0,1.0,0.64763,0.5757,67819
DRIVE,2.828,K_focal_aug_s0,0,07,oracle,1.5,0.0,0.61976,0.77292,39747
DRIVE,2.828,K_focal_aug_s0,0,07,oracle,1.5,0.25,0.6307,0.75167,43167
DRIVE,2.828,K_focal_aug_s0,0,07,oracle,1.5,0.5,0.65824,0.67535,53313
DRIVE,2.828,K_focal_aug_s0,0,07,oracle,1.5,1.0,0.68929,0.56279,70678
DRIVE,2.828,K_focal_aug_s0,0,07,oracle,2.0,0.0,0.64725,0.75068,43323
DRIVE,2.828,K_focal_aug_s0,0,07,oracle,2.0,0.25,0.66094,0.73232,45938
DRIVE,2.828,K_focal_aug_s0,0,07,oracle,2.0,0.5,0.68819,0.65584,56220
DRIVE,2.828,K_focal_aug_s0,0,07,oracle,2.0,1.0,0.71673,0.54968,73538
DRIVE,2.828,K_focal_aug_s0,0,08,raw,0.0,0.0,0.10909,0.78894,29638
DRIVE,2.828,K_focal_aug_s0,0,08,isotropic,0.25,0.25,0.10909,0.78894,29638
DRIVE,2.828,K_focal_aug_s0,0,08,isotropic,0.5,0.5,0.51347,0.6835,48699
DRIVE,2.828,K_focal_aug_s0,0,08,isotropic,0.75,0.75,0.52113,0.6263,56509
DRIVE,2.828,K_focal_aug_s0,0,08,isotropic,1.0,1.0,0.58988,0.56206,66993
DRIVE,2.828,K_focal_aug_s0,0,08,isotropic,1.5,1.5,0.62801,0.4617,89042
DRIVE,2.828,K_focal_aug_s0,0,08,oracle,0.0,0.25,0.10909,0.78894,29638
DRIVE,2.828,K_focal_aug_s0,0,08,oracle,0.0,0.5,0.18506,0.75264,36192
DRIVE,2.828,K_focal_aug_s0,0,08,oracle,0.0,1.0,0.49638,0.64182,53326
DRIVE,2.828,K_focal_aug_s0,0,08,oracle,0.5,0.0,0.12902,0.78545,31396
DRIVE,2.828,K_focal_aug_s0,0,08,oracle,0.5,0.25,0.13286,0.77883,33270
DRIVE,2.828,K_focal_aug_s0,0,08,oracle,0.5,0.5,0.51179,0.69089,47713
DRIVE,2.828,K_focal_aug_s0,0,08,oracle,0.5,1.0,0.52122,0.59474,61055
DRIVE,2.828,K_focal_aug_s0,0,08,oracle,1.0,0.0,0.23312,0.77183,35967
DRIVE,2.828,K_focal_aug_s0,0,08,oracle,1.0,0.25,0.47305,0.76104,38225
DRIVE,2.828,K_focal_aug_s0,0,08,oracle,1.0,0.5,0.57245,0.67916,49593
DRIVE,2.828,K_focal_aug_s0,0,08,oracle,1.0,1.0,0.58899,0.56716,66079
DRIVE,2.828,K_focal_aug_s0,0,08,oracle,1.5,0.0,0.26642,0.75996,38604
DRIVE,2.828,K_focal_aug_s0,0,08,oracle,1.5,0.25,0.52098,0.73775,41993
DRIVE,2.828,K_focal_aug_s0,0,08,oracle,1.5,0.5,0.59008,0.66583,51767
DRIVE,2.828,K_focal_aug_s0,0,08,oracle,1.5,1.0,0.60729,0.55302,69076
DRIVE,2.828,K_focal_aug_s0,0,08,oracle,2.0,0.0,0.57557,0.73531,42297
DRIVE,2.828,K_focal_aug_s0,0,08,oracle,2.0,0.25,0.58108,0.71797,44854
DRIVE,2.828,K_focal_aug_s0,0,08,oracle,2.0,0.5,0.59579,0.64492,54825
DRIVE,2.828,K_focal_aug_s0,0,08,oracle,2.0,1.0,0.61957,0.53978,71933
DRIVE,2.828,K_focal_aug_s0,0,09,raw,0.0,0.0,0.48586,0.78843,29629
DRIVE,2.828,K_focal_aug_s0,0,09,isotropic,0.25,0.25,0.48586,0.78843,29629
DRIVE,2.828,K_focal_aug_s0,0,09,isotropic,0.5,0.5,0.63582,0.65803,49289
DRIVE,2.828,K_focal_aug_s0,0,09,isotropic,0.75,0.75,0.65218,0.59899,57327
DRIVE,2.828,K_focal_aug_s0,0,09,isotropic,1.0,1.0,0.6789,0.53348,68156
DRIVE,2.828,K_focal_aug_s0,0,09,isotropic,1.5,1.5,0.72864,0.43484,90953
DRIVE,2.828,K_focal_aug_s0,0,09,oracle,0.0,0.25,0.48586,0.78843,29629
DRIVE,2.828,K_focal_aug_s0,0,09,oracle,0.0,0.5,0.54324,0.74361,36443
DRIVE,2.828,K_focal_aug_s0,0,09,oracle,0.0,1.0,0.6276,0.61553,54161
DRIVE,2.828,K_focal_aug_s0,0,09,oracle,0.5,0.0,0.53748,0.7835,31383
DRIVE,2.828,K_focal_aug_s0,0,09,oracle,0.5,0.25,0.57199,0.77284,33341
DRIVE,2.828,K_focal_aug_s0,0,09,oracle,0.5,0.5,0.63454,0.66648,48211
DRIVE,2.828,K_focal_aug_s0,0,09,oracle,0.5,1.0,0.65421,0.56617,62098
DRIVE,2.828,K_focal_aug_s0,0,09,oracle,1.0,0.0,0.6125,0.76011,36037
DRIVE,2.828,K_focal_aug_s0,0,09,oracle,1.0,0.25,0.62548,0.74658,38278
DRIVE,2.828,K_focal_aug_s0,0,09,oracle,1.0,0.5,0.66015,0.65396,50147
DRIVE,2.828,K_focal_aug_s0,0,09,oracle,1.0,1.0,0.67852,0.53902,67156
DRIVE,2.828,K_focal_aug_s0,0,09,oracle,1.5,0.0,0.64262,0.74548,38664
DRIVE,2.828,K_focal_aug_s0,0,09,oracle,1.5,0.25,0.66688,0.71933,42168
DRIVE,2.828,K_focal_aug_s0,0,09,oracle,1.5,0.5,0.70073,0.64038,52325
DRIVE,2.828,K_focal_aug_s0,0,09,oracle,1.5,1.0,0.71346,0.52514,70227
DRIVE,2.828,K_focal_aug_s0,0,09,oracle,2.0,0.0,0.67966,0.71655,42494
DRIVE,2.828,K_focal_aug_s0,0,09,oracle,2.0,0.25,0.70303,0.69604,45212
DRIVE,2.828,K_focal_aug_s0,0,09,oracle,2.0,0.5,0.71327,0.61864,55530
DRIVE,2.828,K_focal_aug_s0,0,09,oracle,2.0,1.0,0.72552,0.51193,73207
DRIVE,2.828,K_focal_aug_s0,0,10,raw,0.0,0.0,0.49991,0.78386,31541
DRIVE,2.828,K_focal_aug_s0,0,10,isotropic,0.25,0.25,0.49991,0.78386,31541
DRIVE,2.828,K_focal_aug_s0,0,10,isotropic,0.5,0.5,0.63128,0.64841,51443
DRIVE,2.828,K_focal_aug_s0,0,10,isotropic,0.75,0.75,0.65247,0.58974,59692
DRIVE,2.828,K_focal_aug_s0,0,10,isotropic,1.0,1.0,0.68068,0.52759,70461
DRIVE,2.828,K_focal_aug_s0,0,10,isotropic,1.5,1.5,0.74636,0.43186,93231
DRIVE,2.828,K_focal_aug_s0,0,10,oracle,0.0,0.25,0.49991,0.78386,31541
DRIVE,2.828,K_focal_aug_s0,0,10,oracle,0.0,0.5,0.54431,0.73253,38703
DRIVE,2.828,K_focal_aug_s0,0,10,oracle,0.0,1.0,0.61861,0.60646,56506
DRIVE,2.828,K_focal_aug_s0,0,10,oracle,0.5,0.0,0.52989,0.77575,33405
DRIVE,2.828,K_focal_aug_s0,0,10,oracle,0.5,0.25,0.53998,0.76551,35236
DRIVE,2.828,K_focal_aug_s0,0,10,oracle,0.5,0.5,0.63023,0.65503,50562
DRIVE,2.828,K_focal_aug_s0,0,10,oracle,0.5,1.0,0.64613,0.55937,64350
DRIVE,2.828,K_focal_aug_s0,0,10,oracle,1.0,0.0,0.59414,0.75007,37955
DRIVE,2.828,K_focal_aug_s0,0,10,oracle,1.0,0.25,0.60296,0.73607,40283
DRIVE,2.828,K_focal_aug_s0,0,10,oracle,1.0,0.5,0.65407,0.64385,52372
DRIVE,2.828,K_focal_aug_s0,0,10,oracle,1.0,1.0,0.67385,0.53196,69633
DRIVE,2.828,K_focal_aug_s0,0,10,oracle,1.5,0.0,0.62852,0.73294,40751
DRIVE,2.828,K_focal_aug_s0,0,10,oracle,1.5,0.25,0.64562,0.70836,44152
DRIVE,2.828,K_focal_aug_s0,0,10,oracle,1.5,0.5,0.67781,0.63066,54581
DRIVE,2.828,K_focal_aug_s0,0,10,oracle,1.5,1.0,0.71923,0.51953,72503
DRIVE,2.828,K_focal_aug_s0,0,10,oracle,2.0,0.0,0.64915,0.7063,44290
DRIVE,2.828,K_focal_aug_s0,0,10,oracle,2.0,0.25,0.66138,0.68648,47014
DRIVE,2.828,K_focal_aug_s0,0,10,oracle,2.0,0.5,0.71831,0.61001,57669
DRIVE,2.828,K_focal_aug_s0,0,10,oracle,2.0,1.0,0.74618,0.50665,75431
DRIVE,2.828,K_focal_aug_s0,0,11,raw,0.0,0.0,0.50569,0.77636,35704
DRIVE,2.828,K_focal_aug_s0,0,11,isotropic,0.25,0.25,0.50569,0.77636,35704
DRIVE,2.828,K_focal_aug_s0,0,11,isotropic,0.5,0.5,0.6627,0.62638,58372
DRIVE,2.828,K_focal_aug_s0,0,11,isotropic,0.75,0.75,0.67947,0.56935,67796
DRIVE,2.828,K_focal_aug_s0,0,11,isotropic,1.0,1.0,0.71023,0.50989,79764
DRIVE,2.828,K_focal_aug_s0,0,11,isotropic,1.5,1.5,0.75757,0.41694,105688
DRIVE,2.828,K_focal_aug_s0,0,11,oracle,0.0,0.25,0.50569,0.77636,35704
DRIVE,2.828,K_focal_aug_s0,0,11,oracle,0.0,0.5,0.57267,0.71338,44060
DRIVE,2.828,K_focal_aug_s0,0,11,oracle,0.0,1.0,0.64261,0.58766,63678
DRIVE,2.828,K_focal_aug_s0,0,11,oracle,0.5,0.0,0.53326,0.76463,37908
DRIVE,2.828,K_focal_aug_s0,0,11,oracle,0.5,0.25,0.54962,0.75347,39868
DRIVE,2.828,K_focal_aug_s0,0,11,oracle,0.5,0.5,0.66114,0.6333,57302
DRIVE,2.828,K_focal_aug_s0,0,11,oracle,0.5,1.0,0.67537,0.54075,72827
DRIVE,2.828,K_focal_aug_s0,0,11,oracle,1.0,0.0,0.61326,0.7355,43095
DRIVE,2.828,K_focal_aug_s0,0,11,oracle,1.0,0.25,0.62349,0.71745,45942
DRIVE,2.828,K_focal_aug_s0,0,11,oracle,1.0,0.5,0.68231,0.62116,59562
DRIVE,2.828,K_focal_aug_s0,0,11,oracle,1.0,1.0,0.70878,0.51427,78785
DRIVE,2.828,K_focal_aug_s0,0,11,oracle,1.5,0.0,0.63899,0.71344,46518
DRIVE,2.828,K_focal_aug_s0,0,11,oracle,1.5,0.25,0.65716,0.68691,50553
DRIVE,2.828,K_focal_aug_s0,0,11,oracle,1.5,0.5,0.7112,0.60577,62486
DRIVE,2.828,K_focal_aug_s0,0,11,oracle,1.5,1.0,0.73953,0.50114,82343
DRIVE,2.828,K_focal_aug_s0,0,11,oracle,2.0,0.0,0.6612,0.68404,50942
DRIVE,2.828,K_focal_aug_s0,0,11,oracle,2.0,0.25,0.69997,0.66207,54180
DRIVE,2.828,K_focal_aug_s0,0,11,oracle,2.0,0.5,0.73658,0.58453,66306
DRIVE,2.828,K_focal_aug_s0,0,11,oracle,2.0,1.0,0.76175,0.48783,86054
DRIVE,2.828,K_focal_aug_s0,0,12,raw,0.0,0.0,0.26309,0.7976,33396
DRIVE,2.828,K_focal_aug_s0,0,12,isotropic,0.25,0.25,0.26309,0.7976,33396
DRIVE,2.828,K_focal_aug_s0,0,12,isotropic,0.5,0.5,0.75584,0.65942,54237
