epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5609,0.8137,0.8238,72.8,30.25,4.4031,1.1
20,0.5427,0.8186,0.8297,60.45,30.1,4.0643,2.3
30,0.5352,0.82,0.8312,61.0,29.9,3.7977,3.4
40,0.5286,0.823,0.8353,56.25,26.5,3.8957,4.6
50,0.5291,0.824,0.8322,56.9,25.35,3.7843,5.7
60,0.5253,0.8203,0.8322,59.95,26.0,3.7226,6.8
70,0.5194,0.8224,0.8335,53.7,25.3,3.8026,8.0
80,0.5237,0.8214,0.8326,51.75,24.9,3.6552,9.1
90,0.5224,0.8223,0.8316,52.35,26.95,3.7664,10.3
100,0.5151,0.8238,0.8359,49.65,25.45,3.8204,11.3
