epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4346,0.8108,0.817,98.85,32.75,4.3592,0.8
20,0.4137,0.8176,0.8254,73.8,26.15,4.3381,1.7
30,0.3982,0.815,0.8219,78.0,31.7,4.3761,2.5
40,0.3869,0.8159,0.8211,84.55,29.3,4.3455,3.3
50,0.3825,0.8135,0.818,89.95,27.9,4.5148,4.1
60,0.3779,0.8155,0.819,85.1,29.5,4.2545,4.9
70,0.3694,0.8119,0.8148,97.15,30.05,4.5737,5.7
80,0.3655,0.8143,0.817,73.55,29.05,4.6445,6.5
90,0.3595,0.809,0.8098,99.55,32.6,4.4267,7.2
100,0.3578,0.8123,0.8185,86.8,29.95,4.4335,7.9
