epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4337,0.8152,0.8227,87.0,32.35,4.25,4.5
20,0.4141,0.8184,0.8278,78.65,26.55,4.0559,9.0
30,0.3982,0.8133,0.8208,78.55,32.8,4.1851,13.5
40,0.3867,0.8167,0.8214,85.85,29.4,4.0643,18.0
50,0.3847,0.8142,0.8236,77.95,27.7,4.287,22.6
60,0.3776,0.8153,0.8189,95.2,29.15,4.3021,27.1
70,0.3702,0.8139,0.8153,89.45,29.3,4.4391,31.6
80,0.3668,0.813,0.8164,78.45,31.95,4.409,36.1
90,0.3622,0.8122,0.8149,78.6,30.3,4.3764,40.6
100,0.3623,0.8113,0.816,88.55,30.35,4.4374,45.1
