epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5065,0.8015,0.8169,93.85,35.8,4.9085,8.0
20,0.4867,0.8048,0.817,79.6,31.3,5.0166,15.9
30,0.4814,0.805,0.817,69.45,34.6,5.2387,23.9
40,0.4742,0.8062,0.8187,66.15,29.15,4.9397,31.9
50,0.4705,0.8055,0.8208,66.75,34.5,4.4863,39.8
60,0.4629,0.8105,0.8209,60.15,32.6,5.0677,47.8
70,0.4617,0.8126,0.8264,63.35,31.0,4.4227,55.7
80,0.4589,0.8075,0.8197,66.35,34.05,4.5373,63.7
90,0.4588,0.8112,0.8207,67.7,34.6,4.4823,71.6
100,0.4554,0.8136,0.8273,57.05,31.45,4.2966,79.6
