epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.602,0.8118,0.8206,95.95,31.0,4.1579,0.8
20,0.5658,0.8149,0.8257,82.25,26.2,4.2878,1.6
30,0.5464,0.8115,0.8181,92.7,28.1,4.3993,2.4
40,0.5251,0.8127,0.8186,98.2,28.25,4.3765,3.2
50,0.5199,0.8124,0.8167,94.85,29.45,4.3689,4.0
60,0.5136,0.809,0.8118,105.7,26.0,4.8155,4.8
70,0.4998,0.8089,0.8102,110.4,27.35,4.5987,5.5
80,0.4956,0.8101,0.813,91.4,28.25,4.3725,6.3
90,0.4903,0.8069,0.8091,95.85,27.45,4.486,7.1
100,0.4871,0.8095,0.8114,95.4,27.95,4.3988,7.9
