epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4837,0.7895,0.837,111.2857,32.5714,8.8168,0.9
20,0.4687,0.8018,0.8399,118.2857,36.2857,8.2886,1.8
30,0.4651,0.8053,0.8419,98.2857,35.4286,8.6861,2.7
40,0.456,0.8051,0.8437,102.5714,34.2857,6.4959,3.6
50,0.4528,0.8054,0.8449,96.5714,38.1429,6.9125,4.5
60,0.4501,0.7968,0.8388,111.2857,32.1429,8.8191,5.4
70,0.4492,0.8043,0.8464,98.5714,36.2857,6.68,6.3
80,0.4438,0.8045,0.8462,98.1429,28.2857,6.831,7.2
90,0.4424,0.8084,0.8478,94.2857,34.8571,6.331,8.2
100,0.4419,0.8086,0.8479,98.2857,32.0,6.0146,9.1
