epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.7458,0.8138,0.8302,75.95,29.0,3.8153,1.1
20,0.7263,0.8185,0.8329,68.5,28.05,3.6878,2.2
30,0.7129,0.8202,0.834,66.6,27.3,3.5117,3.3
40,0.7053,0.8237,0.8365,55.25,27.05,3.6305,4.4
50,0.7064,0.8237,0.8351,58.35,25.95,3.5805,5.4
60,0.7003,0.8205,0.8355,52.1,24.7,3.5906,6.5
70,0.6959,0.8213,0.8345,60.9,25.95,3.4089,7.6
80,0.6965,0.8209,0.8335,52.9,27.65,3.6084,8.7
90,0.6974,0.8225,0.8331,56.35,26.55,3.6305,9.8
100,0.6865,0.8236,0.8367,53.1,26.45,3.6211,10.8
