epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4684,0.817,0.832,70.95,29.25,4.2821,0.9
20,0.4578,0.8187,0.8292,78.6,29.0,3.7503,1.7
30,0.4481,0.8204,0.8305,73.3,28.85,3.8522,2.5
40,0.4445,0.819,0.8305,67.15,29.8,3.797,3.4
50,0.4389,0.8185,0.8281,65.05,28.7,3.9196,4.2
60,0.4408,0.8218,0.8317,71.8,26.35,3.6879,5.0
70,0.4413,0.8211,0.8324,60.55,26.85,3.7136,5.9
80,0.4343,0.8197,0.8318,66.65,28.4,3.8174,6.7
90,0.4361,0.8214,0.8324,66.0,27.45,3.5524,7.5
100,0.4316,0.8207,0.8317,63.0,27.55,3.7081,8.4
