epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4671,0.8182,0.8297,65.85,29.5,4.7396,7.8
20,0.4578,0.8178,0.8286,76.1,27.5,3.8505,16.8
30,0.4491,0.8213,0.8311,73.3,27.2,3.6913,27.1
40,0.4447,0.8199,0.8296,71.85,29.05,3.9213,36.2
50,0.4392,0.8176,0.8264,72.6,29.8,3.7832,44.1
60,0.4427,0.8209,0.8312,74.3,27.5,3.6174,52.0
70,0.4421,0.822,0.8321,60.2,27.8,3.6883,61.9
80,0.4344,0.8207,0.8323,65.65,28.25,3.836,72.3
90,0.4354,0.8211,0.8324,64.7,27.55,3.6171,80.3
100,0.4324,0.8206,0.8331,63.7,28.0,3.661,86.9
