epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4287,0.8168,0.8276,69.6,29.0,4.3546,0.8
20,0.4092,0.8183,0.825,69.65,26.3,4.2417,1.6
30,0.398,0.8193,0.8278,77.15,28.6,3.9887,2.4
40,0.3889,0.816,0.8226,74.05,30.2,4.1698,3.1
50,0.3806,0.8159,0.8225,65.85,29.35,4.7676,3.9
60,0.3732,0.8151,0.8186,80.25,27.7,4.2524,4.7
70,0.3713,0.8142,0.8194,84.3,29.15,4.1995,5.5
80,0.3647,0.8108,0.8208,80.85,27.45,4.4186,6.2
90,0.3577,0.8111,0.8147,74.7,30.6,4.4376,7.0
100,0.3565,0.8113,0.8115,83.65,29.45,4.3805,7.8
