epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4033,0.8179,0.8305,55.8,27.25,4.0717,1.6
20,0.3705,0.8192,0.8349,41.65,23.4,4.2446,3.2
30,0.3432,0.8154,0.8205,76.2,29.15,4.328,4.9
40,0.3042,0.8123,0.8166,78.6,27.15,4.0312,6.5
50,0.2827,0.8115,0.8091,83.55,28.6,4.1939,8.1
60,0.2509,0.8079,0.8029,121.2,25.85,4.1549,9.7
70,0.2233,0.8038,0.7962,109.2,27.8,4.1106,11.3
80,0.2111,0.8044,0.8006,101.85,26.65,4.1781,12.9
90,0.1946,0.8055,0.8006,105.1,24.35,4.0864,14.5
100,0.1849,0.8054,0.8025,104.45,25.85,4.1058,16.1
