epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.7887,0.8044,0.8229,134.2,25.6,5.274,0.7
20,0.7031,0.8073,0.8233,103.4,29.0,4.8388,1.4
30,0.6631,0.8111,0.8269,93.0,29.8,4.4567,2.1
40,0.6446,0.8121,0.8248,90.4,31.8,4.2769,2.8
50,0.6256,0.8084,0.8173,109.8,29.6,4.2648,3.5
60,0.6137,0.8092,0.8211,96.0,30.6,4.31,4.2
70,0.599,0.8126,0.8223,84.4,32.8,3.7633,4.9
80,0.593,0.8056,0.8156,97.8,34.2,4.1704,5.5
90,0.5866,0.8083,0.816,103.8,32.4,4.5939,6.2
100,0.5803,0.8085,0.8153,98.0,34.0,3.9211,6.9
